SampleID	Complete	Single-copy	Duplicated	Fragmented	Missing	Total
Fungia_spp_REEFv1	92.2% (235)	91.8% (234)	0.4% (1)	7.1% (18)	0.7% (2)	100% (255)
Galaxea_fascicularis_REEFv1	88.6% (226)	88.6% (226)	0.0% (0)	9.0% (23)	2.4% (6)	100% (255)
Goniastrea_aspera_REEFv1	95.7% (244)	95.3% (243)	0.4% (1)	3.5% (9)	0.8% (2)	100% (255)
Montastrea_cavernosa_FGUSv2	83.9% (214)	81.2% (207)	2.7% (7)	8.2% (21)	7.9% (20)	100% (255)
Montipora_cactus_SLJPv2	92.2% (235)	92.2% (235)	0.0% (0)	5.9% (15)	1.9% (5)	100% (255)
Montipora_capitata_KBHIv3	99.2% (253)	98.0% (250)	1.2% (3)	0.0% (0)	0.8% (2)	100% (255)
Montipora_capitata_WTHIv1.1	85.5% (218)	85.1% (217)	0.4% (1)	10.6% (27)	3.9% (10)	100% (255)
Montipora_efflorescens_SLJPv2	91.8% (234)	91.0% (232)	0.8% (2)	4.3% (11)	3.9% (10)	100% (255)
Orbicella_faveolata_NAPAv1	85.1% (217)	84.7% (216)	0.4% (1)	10.6% (27)	4.3% (11)	100% (255)
Pachyseris_speciosa_OIAUv0.12	95.6% (244)	92.9% (237)	2.7% (7)	2.4% (6)	2.0% (5)	100% (255)
Platygyra_sinensis_SDTHv1	79.6% (203)	66.7% (170)	12.9% (33)	12.5% (32)	7.9% (20)	100% (255)
Pocillopora_acuta_KBHIv2	98.5% (251)	96.5% (246)	2.0% (5)	0.8% (2)	0.7% (2)	100% (255)
Pocillopora_acuta_LBIDv1	91.4% (233)	90.6% (231)	0.8% (2)	4.3% (11)	4.3% (11)	100% (255)
Pocillopora_cf_effusa_NAPFv3	98.9% (252)	96.5% (246)	2.4% (6)	0.4% (1)	0.7% (2)	100% (255)
Pocillopora_damicornis_SIPAv1	91.4% (233)	91.4% (233)	0.0% (0)	5.5% (14)	3.1% (8)	100% (255)
Pocillopora_meandrina_KBHIv1	98.8% (252)	98.4% (251)	0.4% (1)	0.4% (1)	0.8% (2)	100% (255)
Pocillopora_verrucosa_RSSAv1	98.0% (250)	92.5% (236)	5.5% (14)	1.2% (3)	0.8% (2)	100% (255)
Porites_astreoides_BBBMv1	98.0% (250)	83.1% (212)	14.9% (38)	0.8% (2)	1.2% (3)	100% (255)
Porites_australiensis_SLJPv1	94.9% (242)	92.5% (236)	2.4% (6)	3.5% (9)	1.6% (4)	100% (255)
Porites_compressa_KBHIv1	99.2% (253)	98.0% (250)	1.2% (3)	0.4% (1)	0.4% (1)	100% (255)
Porites_evermanni_NAPFv1	95.3% (243)	83.1% (212)	12.2% (31)	3.1% (8)	1.6% (4)	100% (255)
Porites_lobata_NAPFv3	98.9% (252)	96.5% (246)	2.4% (6)	0.0% (0)	1.1% (3)	100% (255)
Porites_lutea_OIAUv1.1	98.5% (251)	96.9% (247)	1.6% (4)	0.4% (1)	1.1% (3)	100% (255)
Porites_rus_NAIDv1	67.1% (171)	65.9% (168)	1.2% (3)	22.7% (58)	10.2% (26)	100% (255)
Stylophora_pistillata_GAJOv1	93.0% (237)	92.2% (235)	0.8% (2)	5.5% (14)	1.5% (4)	100% (255)
Actinia_equina_RHUKv1	98.5% (251)	62.0% (158)	36.5% (93)	0.8% (2)	0.7% (2)	100% (255)
Alatina_alata_BNNLv1	13.7% (35)	12.9% (33)	0.8% (2)	43.1% (110)	43.2% (110)	100% (255)
Amphimedon_queenslandica_HIAUv1.1	93.3% (238)	88.6% (226)	4.7% (12)	4.3% (11)	2.4% (6)	100% (255)
Amplexidiscus_fenestrafer_MSMEv1	94.1% (240)	92.5% (236)	1.6% (4)	4.7% (12)	1.2% (3)	100% (255)
Aurelia_aurita_ALTOv1	80.8% (206)	79.2% (202)	1.6% (4)	11.8% (30)	7.4% (19)	100% (255)
Aurelia_aurita_RSPOv1	79.6% (203)	78.0% (199)	1.6% (4)	14.1% (36)	6.3% (16)	100% (255)
Calvadosia_cruxmelitensis_CRGBv3.2	65.1% (166)	63.9% (163)	1.2% (3)	25.5% (65)	9.4% (24)	100% (255)
Clytia_hemispaerica_NANAv1	91.4% (233)	89.4% (228)	2.0% (5)	5.9% (15)	2.7% (7)	100% (255)
Dendronephthya_gigantea_SJKRv1	94.9% (242)	86.7% (221)	8.2% (21)	3.5% (9)	1.6% (4)	100% (255)
Discosoma_sp_MSMEv1	92.6% (236)	90.6% (231)	2.0% (5)	6.3% (16)	1.1% (3)	100% (255)
Ephydatia_muelleri_BCCAv1	78.0% (199)	64.7% (165)	13.3% (34)	10.6% (27)	11.4% (29)	100% (255)
Exaiptasia_diaphana_CC7v1	94.9% (242)	92.9% (237)	2.0% (5)	3.1% (8)	2.0% (5)	100% (255)
Hoilungia_hongkongensis_HCHKv1	91.0% (232)	89.0% (227)	2.0% (5)	3.1% (8)	5.9% (15)	100% (255)
Hormiphora_californensis_MBUSv1	80.8% (206)	80.0% (204)	0.8% (2)	9.4% (24)	9.8% (25)	100% (255)
Hydractinia_echinata_NWAOv1	96.0% (245)	83.1% (212)	12.9% (33)	3.1% (8)	0.9% (2)	100% (255)
Hydractinia_symbiolongicarpus_NEAOv1	95.6% (244)	87.8% (224)	7.8% (20)	3.5% (9)	0.9% (2)	100% (255)
Hydra_viridissima_99AUv1	94.9% (242)	93.3% (238)	1.6% (4)	3.9% (10)	1.2% (3)	100% (255)
Hydra_vulgaris_MIJPv3	96.5% (246)	95.7% (244)	0.8% (2)	2.0% (5)	1.5% (4)	100% (255)
Mnemiopsis_leidyi_WHUSv2.2	80.0% (204)	78.8% (201)	1.2% (3)	11.4% (29)	8.6% (22)	100% (255)
Monosiga_brevicollis_CCBMv1	73.7% (188)	73.3% (187)	0.4% (1)	10.2% (26)	16.1% (41)	100% (255)
Morbakka_virulenta_ODJPv1	82.4% (210)	82.4% (210)	0.0% (0)	11.4% (29)	6.2% (16)	100% (255)
Nematostella_vectensis_RRUSv1	96.1% (245)	96.1% (245)	0.0% (0)	3.1% (8)	0.8% (2)	100% (255)
Paramuricea_clavata_CTESv1	76.9% (196)	75.7% (193)	1.2% (3)	16.5% (42)	6.6% (17)	100% (255)
Renilla_muelleri_FLUSv1	91.4% (233)	85.9% (219)	5.5% (14)	5.9% (15)	2.7% (7)	100% (255)
Renilla_reniformis_FLUSv1	30.2% (77)	28.2% (72)	2.0% (5)	43.9% (112)	25.9% (66)	100% (255)
Salpingoeca_rosetta_HIUSv1	78.8% (201)	78.0% (199)	0.8% (2)	5.9% (15)	15.3% (39)	100% (255)
Scolanthus_callimorphus_CRFRv1	94.9% (242)	76.1% (194)	18.8% (48)	2.0% (5)	3.1% (8)	100% (255)
Stylissa_carteri_RSSAv1	52.9% (135)	47.8% (122)	5.1% (13)	30.6% (78)	16.5% (42)	100% (255)
Thelohanellus_kitauei_TJCNv1	32.2% (82)	31.4% (80)	0.8% (2)	18.0% (46)	49.8% (127)	100% (255)
Trichoplax_adhaerens_RSSAv1	94.5% (241)	93.7% (239)	0.8% (2)	3.9% (10)	1.6% (4)	100% (255)
Trichoplax_sp_H2_CRPAv1	95.3% (243)	94.5% (241)	0.8% (2)	3.9% (10)	0.8% (2)	100% (255)
Xenia_sp_CTEAv1	93.7% (239)	92.5% (236)	1.2% (3)	4.7% (12)	1.6% (4)	100% (255)
Xestospongia_testudinaria_RSSAv1	66.2% (169)	57.6% (147)	8.6% (22)	20.4% (52)	13.4% (34)	100% (255)
