SampleID	Complete	Single-copy	Duplicated	Fragmented	Missing	Total
Monosiga_brevicollis_CCBMv1	43.0	42.5	0.5	14.4	42.6	100
Morbakka_virulenta_ODJPv1	77.3	77.0	0.3	12.7	10.0	100
Nematostella_vectensis_RRUSv1	93.9	93.0	0.9	3.4	2.7	100
Paramuricea_clavata_CTESv1	72.1	70.6	1.5	16.0	11.9	100
Renilla_muelleri_FLUSv1	83.9	80.4	3.5	9.2	6.9	100
Renilla_reniformis_FLUSv1	39.5	37.0	2.5	37.2	23.3	100
Salpingoeca_rosetta_HIUSv1	34.4	34.0	0.4	15.0	50.6	100
Scolanthus_callimorphus_CRFRv1	94.5	74.0	20.5	1.8	3.7	100
Stylissa_carteri_RSSAv1	48.1	42.6	5.5	28.5	23.4	100
Thelohanellus_kitauei_TJCNv1	25.0	24.2	0.8	8.8	66.2	100
Trichoplax_adhaerens_RSSAv1	88.8	88.4	0.4	4.8	6.4	100
Trichoplax_sp_H2_CRPAv1	89.3	89.1	0.2	5.6	5.1	100
Xenia_sp_CTEAv1	83.1	81.0	2.1	8.9	8.0	100
Xestospongia_testudinaria_RSSAv1	64.1	59.7	4.4	15.4	20.5	100
