SampleID	Complete	Single-copy	Duplicated	Fragmented	Missing	Total
Porites_lutea_OIAUv1.1	92.2	91.0	1.2	4.3	3.5	100
Porites_rus_NAIDv1	59.6	58.0	1.6	25.1	15.3	100
Stylophora_pistillata_GAJOv1	85.9	85.5	0.4	9.4	4.7	100
Actinia_equina_RHUKv1	95.7	63.9	31.8	3.5	0.8	100
Alatina_alata_BNNLv1	8.6	8.6	0.0	21.2	70.2	100
Amphimedon_queenslandica_HIAUv1.1	94.5	89.4	5.1	3.5	2.0	100
Amplexidiscus_fenestrafer_MSMEv1	73.3	73.3	0.0	11.8	14.9	100
Aurelia_aurita_ALTOv1	75.7	74.5	1.2	15.7	8.6	100
Aurelia_aurita_RSPOv1	54.9	54.1	0.8	17.3	27.8	100
Calvadosia_cruxmelitensis_CRGBv3.2	52.2	50.2	2.0	17.6	30.2	100
Clytia_hemispaerica_NANAv1	84.7	83.9	0.8	3.9	11.4	100
Dendronephthya_gigantea_SJKRv1	98.1	86.3	11.8	0.4	1.5	100
Discosoma_sp_MSMEv1	68.7	67.1	1.6	14.1	17.2	100
Ephydatia_muelleri_BCCAv1	77.6	63.5	14.1	11.0	11.4	100
Exaiptasia_diaphana_CC7v1	85.5	77.3	8.2	10.2	4.3	100
Hoilungia_hongkongensis_HCHKv1	93.0	91.0	2.0	2.4	4.6	100
Hormiphora_californensis_MBUSv1	87.9	86.3	1.6	4.7	7.4	100
Hydractinia_echinata_NWAOv1	94.1	83.9	10.2	3.5	2.4	100
Hydractinia_symbiolongicarpus_NEAOv1	92.9	83.9	9.0	2.7	4.4	100
Hydra_viridissima_99AUv1	93.8	92.2	1.6	3.5	2.7	100
Hydra_vulgaris_MIJPv3	99.2	98.4	0.8	0.0	0.8	100
Mnemiopsis_leidyi_WHUSv2.2	83.6	82.4	1.2	8.2	8.2	100
Monosiga_brevicollis_CCBMv1	78.8	78.8	0.0	7.5	13.7	100
Morbakka_virulenta_ODJPv1	85.1	84.7	0.4	10.6	4.3	100
Nematostella_vectensis_RRUSv1	93.7	92.9	0.8	3.5	2.8	100
Paramuricea_clavata_CTESv1	81.6	80.0	1.6	14.9	3.5	100
Renilla_muelleri_FLUSv1	81.6	75.3	6.3	12.2	6.2	100
Renilla_reniformis_FLUSv1	3.1	2.7	0.4	4.3	92.6	100
Salpingoeca_rosetta_HIUSv1	83.1	83.1	0.0	6.7	10.2	100
Scolanthus_callimorphus_CRFRv1	83.2	65.9	17.3	10.6	6.2	100
Stylissa_carteri_RSSAv1	45.1	42.0	3.1	31.4	23.5	100
Thelohanellus_kitauei_TJCNv1	29.4	28.6	0.8	15.7	54.9	100
Trichoplax_adhaerens_RSSAv1	92.9	92.5	0.4	4.7	2.4	100
Trichoplax_sp_H2_CRPAv1	96.1	94.9	1.2	2.4	1.5	100
Xenia_sp_CTEAv1	91.0	89.0	2.0	6.3	2.7	100
Xestospongia_testudinaria_RSSAv1	64.7	58.4	6.3	16.1	19.2	100
