new_name	cell_type_count	broad_type_count	cell_type	broad_type	FC	mid_range_cell_type_count	mid_range_broad_type_count
Galaxea_fascicularis_REEFv1___m1.18277.m1	1	1	adult_germline_sperm	adult_germline	2.96459043020852	1	1
Galaxea_fascicularis_REEFv1___m1.6869.m1	1	1	adult_neuron_2	adult_neuron	2.8158903440382	2	1
Galaxea_fascicularis_REEFv1___m1.5206.m1	1	1	adult_germline_sperm	adult_germline	3.15881550118042	3	1
Galaxea_fascicularis_REEFv1___m1.7362.m1	1	1	adult_neuron_10	adult_neuron	3.29202988268415	3	1
Galaxea_fascicularis_REEFv1___m1.3976.m1	1	1	adult_gland_1	adult_gland	2.51229980378803	8	1
Galaxea_fascicularis_REEFv1___m1.1101.m1	1	1	adult_neuron_13	adult_neuron	3.03373533279715	0	0
Galaxea_fascicularis_REEFv1___m1.6349.m1	1	1	adult_neuron_9	adult_neuron	3.21254404126005	4	1
Galaxea_fascicularis_REEFv1___m1.4477.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.85561158199406	0	0
Galaxea_fascicularis_REEFv1___m1.2959.m1	1	1	adult_neuron_10	adult_neuron	3.17220868638573	0	0
Galaxea_fascicularis_REEFv1___m1.19409.m1	1	1	adult_germline_sperm	adult_germline	3.64059529763796	1	1
Galaxea_fascicularis_REEFv1___m1.18391.m1	2	1	adult_neuron_7	adult_neuron	3.43883864039065	3	1
Galaxea_fascicularis_REEFv1___m1.18391.m1	2	1	adult_neuron_8	adult_neuron	4.32510051889877	3	1
Galaxea_fascicularis_REEFv1___m1.13952.m1	1	1	adult_gland_7	adult_gland	5.23051663436168	1	1
Galaxea_fascicularis_REEFv1___m1.23173.m1	1	1	adult_neuron_13	adult_neuron	2.68468936886213	1	1
Galaxea_fascicularis_REEFv1___m1.9356.m1	1	1	adult_immune_1	adult_immune	3.79583026600824	1	1
Galaxea_fascicularis_REEFv1___m1.18835.m1	1	1	adult_neuron_13	adult_neuron	3.65914101114251	0	0
Galaxea_fascicularis_REEFv1___m1.8782.m1	1	1	adult_germline_sperm	adult_germline	3.31138998366196	2	1
Galaxea_fascicularis_REEFv1___m1.14485.m1	1	1	adult_neuron_13	adult_neuron	3.37438065763437	2	1
Galaxea_fascicularis_REEFv1___m1.16602.m1	1	1	adult_neuron_6	adult_neuron	2.5277600660329	1	1
Galaxea_fascicularis_REEFv1___m1.4238.m1	1	1	adult_gland_9	adult_gland	6.12911042039515	0	0
Galaxea_fascicularis_REEFv1___m1.16280.m1	1	1	adult_neuron_9	adult_neuron	2.75945048938439	1	1
Galaxea_fascicularis_REEFv1___m1.573.m1	2	1	adult_neuron_3	adult_neuron	2.86624198540739	1	1
Galaxea_fascicularis_REEFv1___m1.573.m1	2	1	adult_neuron_12	adult_neuron	3.40131373825813	1	1
Galaxea_fascicularis_REEFv1___m1.17936.m1	1	1	adult_neuron_13	adult_neuron	2.68655749099714	0	0
Galaxea_fascicularis_REEFv1___m1.2643.m1	1	1	adult_neuron_13	adult_neuron	2.58549351684279	5	1
Galaxea_fascicularis_REEFv1___m1.20683.m1	1	1	adult_neuron_10	adult_neuron	4.20247779014631	2	1
Galaxea_fascicularis_REEFv1___m1.23052.m1	1	1	adult_epidermis_2	adult_epidermis	5.37636489202616	4	1
Galaxea_fascicularis_REEFv1___m1.1463.m1	1	1	adult_neuron_10	adult_neuron	2.7475462321773	1	1
Galaxea_fascicularis_REEFv1___m1.10141.m1	1	1	adult_gland_2	adult_gland	2.82424593449903	0	0
Galaxea_fascicularis_REEFv1___m1.171.m1	1	1	adult_neuron_8	adult_neuron	2.66837495947721	1	1
Galaxea_fascicularis_REEFv1___m1.18396.m1	1	1	adult_calicoblast	adult_calicoblast	3.5766249731099	1	1
Galaxea_fascicularis_REEFv1___m1.8300.m1	1	1	adult_unknown	adult_unknown	8.96328380592688	1	1
Galaxea_fascicularis_REEFv1___m1.5776.m1	1	1	adult_neuron_10	adult_neuron	2.83160031426659	0	0
Galaxea_fascicularis_REEFv1___m1.611.m1	1	1	adult_gland_2	adult_gland	2.71612707039546	0	0
Galaxea_fascicularis_REEFv1___m1.21108.m1	1	1	adult_neuron_6	adult_neuron	2.89380630380201	1	1
Galaxea_fascicularis_REEFv1___m1.13790.m1	1	1	adult_neuron_1	adult_neuron	3.43347523427199	5	1
Galaxea_fascicularis_REEFv1___m1.15309.m1	1	1	adult_neuron_13	adult_neuron	2.6107057455357	1	1
Galaxea_fascicularis_REEFv1___m1.23455.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.59063129358641	0	0
Galaxea_fascicularis_REEFv1___m1.16603.m1	1	1	adult_germline_sperm	adult_germline	3.28097641199472	0	0
Galaxea_fascicularis_REEFv1___m1.18312.m1	2	1	adult_neuron_2	adult_neuron	4.56632027448305	3	1
Galaxea_fascicularis_REEFv1___m1.18312.m1	2	1	adult_neuron_13	adult_neuron	5.34540128205824	3	1
Galaxea_fascicularis_REEFv1___m1.22881.m1	1	1	adult_gland_10	adult_gland	7.66263292640677	2	1
Galaxea_fascicularis_REEFv1___m1.18153.m1	1	1	adult_gland_9	adult_gland	5.72654137358005	0	0
Galaxea_fascicularis_REEFv1___m1.3214.m1	1	1	adult_germline_sperm	adult_germline	3.21550150896619	0	0
Galaxea_fascicularis_REEFv1___m1.19451.m1	1	1	adult_neuron_3	adult_neuron	4.56113822114005	1	1
Galaxea_fascicularis_REEFv1___m1.14211.m1	2	1	adult_immune_1	adult_immune	2.66207677616436	1	1
Galaxea_fascicularis_REEFv1___m1.14211.m1	2	1	adult_immune_2	adult_immune	3.00531101701582	1	1
Galaxea_fascicularis_REEFv1___m1.5378.m1	1	1	adult_neuron_13	adult_neuron	2.82978260447024	1	1
Galaxea_fascicularis_REEFv1___m1.6831.m1	1	1	adult_neuron_13	adult_neuron	2.81200881432128	0	0
Galaxea_fascicularis_REEFv1___m1.1984.m1	1	1	adult_neuron_13	adult_neuron	2.97253400328282	2	1
Galaxea_fascicularis_REEFv1___m1.17778.m1	1	1	adult_neuron_10	adult_neuron	2.91136272254576	1	1
Galaxea_fascicularis_REEFv1___m1.20688.m1	1	1	adult_neuron_10	adult_neuron	2.65668167500357	5	1
Galaxea_fascicularis_REEFv1___m1.17063.m1	1	1	adult_neuron_4	adult_neuron	3.2049390557262	2	1
Galaxea_fascicularis_REEFv1___m1.19732.m1	1	1	adult_gland_7	adult_gland	3.2840018682993	1	1
Galaxea_fascicularis_REEFv1___m1.12014.m1	1	1	adult_neuron_13	adult_neuron	2.54693129728171	0	0
Galaxea_fascicularis_REEFv1___m1.1103.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.85582496657458	1	1
Galaxea_fascicularis_REEFv1___m1.7007.m1	1	1	adult_neuron_13	adult_neuron	3.66719939127657	4	1
Galaxea_fascicularis_REEFv1___m1.6790.m1	1	1	adult_neuron_13	adult_neuron	4.15626260508755	4	1
Galaxea_fascicularis_REEFv1___m1.5936.m1	1	1	adult_germline_sperm	adult_germline	3.96363970179378	2	1
Galaxea_fascicularis_REEFv1___m1.2401.m1	1	1	adult_gland_7	adult_gland	2.60050357100025	2	1
Galaxea_fascicularis_REEFv1___m1.5777.m1	1	1	adult_germline_sperm	adult_germline	2.75069768711949	0	0
Galaxea_fascicularis_REEFv1___m1.22764.m1	1	1	adult_neuron_6	adult_neuron	3.25417880792613	4	1
Galaxea_fascicularis_REEFv1___m1.14455.m1	1	1	adult_germline_sperm	adult_germline	8.16949564578434	0	0
Galaxea_fascicularis_REEFv1___m1.5412.m1	1	1	adult_neuron_13	adult_neuron	3.62984798516801	2	1
Galaxea_fascicularis_REEFv1___m1.2884.m1	1	1	adult_germline_sperm	adult_germline	2.66562405480633	0	0
Galaxea_fascicularis_REEFv1___m1.8780.m1	1	1	adult_neuron_10	adult_neuron	3.56798807838485	0	0
Galaxea_fascicularis_REEFv1___m1.18678.m1	1	1	adult_germline_sperm	adult_germline	2.50556937663887	0	0
Galaxea_fascicularis_REEFv1___m1.294.m1	1	1	adult_gastrodermis	adult_gastrodermis	2.92064336521688	3	1
Galaxea_fascicularis_REEFv1___m1.17466.m1	1	1	adult_neuron_12	adult_neuron	4.85430451191245	1	1
Galaxea_fascicularis_REEFv1___m1.15147.m1	1	1	adult_neuron_13	adult_neuron	2.65253965692901	0	0
Galaxea_fascicularis_REEFv1___m1.4232.m1	1	1	adult_neuron_13	adult_neuron	3.76625936504389	2	1
Galaxea_fascicularis_REEFv1___m1.19976.m1	1	1	adult_neuron_13	adult_neuron	2.74077679656721	0	0
Galaxea_fascicularis_REEFv1___m1.10545.m1	1	1	adult_germline_sperm	adult_germline	3.6369878069241	1	1
Galaxea_fascicularis_REEFv1___m1.730.m1	1	1	adult_germline_sperm	adult_germline	3.22925458633307	1	1
Galaxea_fascicularis_REEFv1___m1.10382.m1	1	1	adult_neuron_14	adult_neuron	4.08747109147867	0	0
Galaxea_fascicularis_REEFv1___m1.5375.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.99119645454578	0	0
Galaxea_fascicularis_REEFv1___m1.14053.m1	1	1	adult_neuron_5	adult_neuron	3.22091620073869	6	1
Galaxea_fascicularis_REEFv1___m1.8545.m1	1	1	adult_neuron_10	adult_neuron	2.77763330815171	1	1
Galaxea_fascicularis_REEFv1___m1.18882.m1	2	1	adult_neuron_1	adult_neuron	2.93626318770497	8	1
Galaxea_fascicularis_REEFv1___m1.18882.m1	2	1	adult_neuron_4	adult_neuron	3.92172621128602	8	1
Galaxea_fascicularis_REEFv1___m1.852.m1	1	1	adult_germline_sperm	adult_germline	3.86842909926982	2	1
Galaxea_fascicularis_REEFv1___m1.5815.m1	1	1	adult_neuron_13	adult_neuron	2.58767874968497	0	0
Galaxea_fascicularis_REEFv1___m1.15351.m1	1	1	adult_germline_sperm	adult_germline	3.51347532444303	0	0
Galaxea_fascicularis_REEFv1___m1.19737.m1	1	1	adult_neuron_13	adult_neuron	2.76886437169036	1	1
Galaxea_fascicularis_REEFv1___m1.16202.m1	1	1	adult_neuron_10	adult_neuron	2.87496464833297	1	1
Galaxea_fascicularis_REEFv1___m1.3788.m1	1	1	adult_gland_7	adult_gland	2.5266508694231	2	1
Galaxea_fascicularis_REEFv1___m1.6157.m1	1	1	adult_cnidocyte	adult_cnidocyte	7.44448891161346	1	1
Galaxea_fascicularis_REEFv1___m1.19570.m1	1	1	adult_immune_1	adult_immune	3.16525863694576	1	1
Galaxea_fascicularis_REEFv1___m1.15387.m1	1	1	adult_cnidocyte	adult_cnidocyte	3.40491702477569	0	0
Galaxea_fascicularis_REEFv1___m1.1104.m1	1	1	adult_neuron_2	adult_neuron	4.92846210243724	1	1
Galaxea_fascicularis_REEFv1___m1.6791.m1	1	1	adult_neuron_13	adult_neuron	4.10101711983613	1	1
Galaxea_fascicularis_REEFv1___m1.22127.m1	1	1	adult_alga-hosting_cells	adult_alga-hosting	2.55545263027731	0	0
Galaxea_fascicularis_REEFv1___m1.14611.m1	1	1	adult_neuron_10	adult_neuron	8.6246284710837	0	0
Galaxea_fascicularis_REEFv1___m1.1832.m1	1	1	adult_germline_sperm	adult_germline	2.89027636373444	0	0
Galaxea_fascicularis_REEFv1___m1.2088.m1	1	1	adult_germline_sperm	adult_germline	2.56553087900213	0	0
Galaxea_fascicularis_REEFv1___m1.1226.m1	1	1	adult_neuron_13	adult_neuron	9.75829931478589	1	1
Galaxea_fascicularis_REEFv1___m1.2885.m1	1	1	adult_germline_sperm	adult_germline	2.96337297788285	0	0
Galaxea_fascicularis_REEFv1___m1.4598.m1	1	1	adult_neuron_13	adult_neuron	3.2450273915247	0	0
Galaxea_fascicularis_REEFv1___m1.13439.m1	1	1	adult_neuron_10	adult_neuron	3.04590633093514	0	0
Galaxea_fascicularis_REEFv1___m1.13431.m1	1	1	adult_neuron_2	adult_neuron	5.47404434512448	0	0
Galaxea_fascicularis_REEFv1___m1.15949.m1	1	1	adult_germline_sperm	adult_germline	3.75517899771679	0	0
Galaxea_fascicularis_REEFv1___m1.4237.m1	1	1	adult_mitotic_host_cells	adult_mitotic	3.22837944644953	1	1
Galaxea_fascicularis_REEFv1___m1.4684.m1	1	1	adult_neuron_10	adult_neuron	2.83160031426659	1	1
Galaxea_fascicularis_REEFv1___m1.9722.m1	1	1	adult_neuron_12	adult_neuron	2.69894077451905	3	1
Galaxea_fascicularis_REEFv1___m1.7407.m1	4	1	adult_neuron_1	adult_neuron	6.94106746089255	3	1
Galaxea_fascicularis_REEFv1___m1.7407.m1	4	1	adult_neuron_2	adult_neuron	3.54577921608634	3	1
Galaxea_fascicularis_REEFv1___m1.7407.m1	4	1	adult_neuron_3	adult_neuron	4.46829878390291	3	1
Galaxea_fascicularis_REEFv1___m1.7407.m1	4	1	adult_neuron_4	adult_neuron	4.1931923110254	3	1
Galaxea_fascicularis_REEFv1___m1.2004.m1	1	1	adult_neuron_13	adult_neuron	2.8748589998926	5	1
Galaxea_fascicularis_REEFv1___m1.6032.m1	1	1	adult_calicoblast	adult_calicoblast	2.56332265022755	3	1
Galaxea_fascicularis_REEFv1___m1.13398.m1	1	1	adult_neuron_10	adult_neuron	3.5187258103844	0	0
Galaxea_fascicularis_REEFv1___m1.21151.m1	1	1	adult_gland_7	adult_gland	4.07459088455063	1	1
Galaxea_fascicularis_REEFv1___m1.3143.m1	1	1	adult_neuron_10	adult_neuron	2.62011358739558	1	1
Galaxea_fascicularis_REEFv1___m1.11324.m1	1	1	adult_neuron_13	adult_neuron	2.73936330908967	2	1
Galaxea_fascicularis_REEFv1___m1.7529.m1	1	1	adult_neuron_10	adult_neuron	3.96351083834679	1	1
Galaxea_fascicularis_REEFv1___m1.11161.m1	1	1	adult_immune_2	adult_immune	7.95293046829358	1	1
Galaxea_fascicularis_REEFv1___m1.5653.m1	1	1	adult_germline_sperm	adult_germline	2.56441335173683	2	1
Galaxea_fascicularis_REEFv1___m1.9685.m1	1	1	adult_germline_sperm	adult_germline	2.62392496037519	0	0
Galaxea_fascicularis_REEFv1___m1.5498.m1	1	1	adult_neuron_13	adult_neuron	2.69490979592381	3	1
Galaxea_fascicularis_REEFv1___m1.23304.m1	1	1	adult_germline_sperm	adult_germline	3.02392307287903	1	1
Galaxea_fascicularis_REEFv1___m1.10750.m1	3	1	adult_neuron_11	adult_neuron	4.89839496171397	3	1
Galaxea_fascicularis_REEFv1___m1.10750.m1	3	1	adult_neuron_6	adult_neuron	7.75551568779441	3	1
Galaxea_fascicularis_REEFv1___m1.10750.m1	3	1	adult_neuron_8	adult_neuron	3.35198712930035	3	1
Galaxea_fascicularis_REEFv1___m1.13318.m1	1	1	adult_neuron_10	adult_neuron	6.20915266856127	8	1
Galaxea_fascicularis_REEFv1___m1.5133.m1	1	1	adult_neuron_6	adult_neuron	2.63042623629743	4	1
Galaxea_fascicularis_REEFv1___m1.20415.m1	1	1	adult_germline_sperm	adult_germline	3.01690201037894	1	1
Galaxea_fascicularis_REEFv1___m1.1393.m1	1	1	adult_gastrodermis_musclelike	adult_gastrodermis	3.06112612854806	2	1
Galaxea_fascicularis_REEFv1___m1.2403.m1	2	1	adult_neuron_6	adult_neuron	9.78804908547604	4	1
Galaxea_fascicularis_REEFv1___m1.2403.m1	2	1	adult_neuron_9	adult_neuron	2.65296757993552	4	1
Galaxea_fascicularis_REEFv1___m1.7293.m1	1	1	adult_neuron_13	adult_neuron	3.07993526793061	2	1
Galaxea_fascicularis_REEFv1___m1.18120.m1	1	1	adult_germline_sperm	adult_germline	2.91505410658515	0	0
Galaxea_fascicularis_REEFv1___m1.8429.m1	1	1	adult_germline_sperm	adult_germline	5.1736642520827	0	0
Galaxea_fascicularis_REEFv1___m1.3823.m1	1	1	adult_gland_4	adult_gland	2.50618816446316	1	1
Galaxea_fascicularis_REEFv1___m1.20017.m1	1	1	adult_germline_sperm	adult_germline	3.81019127577403	1	1
Galaxea_fascicularis_REEFv1___m1.18246.m1	1	1	adult_germline_sperm	adult_germline	5.76340652777012	1	1
Galaxea_fascicularis_REEFv1___m1.3307.m1	1	1	adult_germline_sperm	adult_germline	4.29069940282371	1	1
Galaxea_fascicularis_REEFv1___m1.20492.m1	1	1	adult_neuron_12	adult_neuron	2.57841995918466	0	0
Galaxea_fascicularis_REEFv1___m1.17225.m1	1	1	adult_neuron_13	adult_neuron	4.84109815806361	2	1
Galaxea_fascicularis_REEFv1___m1.9048.m1	1	1	adult_germline_sperm	adult_germline	2.70480564317331	0	0
Galaxea_fascicularis_REEFv1___m1.4605.m1	1	1	adult_germline_sperm	adult_germline	2.95554620962496	1	1
Galaxea_fascicularis_REEFv1___m1.19739.m1	1	1	adult_gland_10	adult_gland	3.45346698977981	0	0
Galaxea_fascicularis_REEFv1___m1.15995.m1	1	1	adult_neuron_10	adult_neuron	2.5097443912271	1	1
Galaxea_fascicularis_REEFv1___m1.23305.m1	1	1	adult_germline_sperm	adult_germline	2.50794821185062	0	0
Galaxea_fascicularis_REEFv1___m1.8828.m1	1	1	adult_mitotic_host_cells	adult_mitotic	2.67677484731607	1	1
Galaxea_fascicularis_REEFv1___m1.12464.m1	1	1	adult_neuron_5	adult_neuron	4.35949638611528	1	1
Galaxea_fascicularis_REEFv1___m1.4727.m1	1	1	adult_neuron_8	adult_neuron	4.54770054897536	2	1
Galaxea_fascicularis_REEFv1___m1.8308.m1	1	1	adult_neuron_13	adult_neuron	3.4075150302922	1	1
Galaxea_fascicularis_REEFv1___m1.17188.m1	1	1	adult_germline_sperm	adult_germline	11.9541966649439	0	0
Galaxea_fascicularis_REEFv1___m1.16932.m1	1	1	adult_immune_2	adult_immune	2.61790878134908	2	1
Galaxea_fascicularis_REEFv1___m1.2851.m1	1	1	adult_neuron_13	adult_neuron	6.68244251731527	2	1
Galaxea_fascicularis_REEFv1___m1.17985.m1	2	1	adult_neuron_8	adult_neuron	2.65828430210201	7	1
Galaxea_fascicularis_REEFv1___m1.17985.m1	2	1	adult_neuron_9	adult_neuron	3.60496234246555	7	1
Galaxea_fascicularis_REEFv1___m1.15919.m1	1	1	adult_neuron_13	adult_neuron	8.29756971257374	1	1
Galaxea_fascicularis_REEFv1___m1.13242.m1	1	1	adult_neuron_13	adult_neuron	3.06045775485075	1	1
Galaxea_fascicularis_REEFv1___m1.19943.m1	1	1	adult_neuron_13	adult_neuron	3.75567775705902	3	1
Galaxea_fascicularis_REEFv1___m1.1675.m1	2	1	adult_neuron_8	adult_neuron	4.00226913680059	4	1
Galaxea_fascicularis_REEFv1___m1.1675.m1	2	1	adult_neuron_9	adult_neuron	3.03828159935974	4	1
Galaxea_fascicularis_REEFv1___m1.701.m1	1	1	adult_germline_sperm	adult_germline	7.80729222139483	1	1
Galaxea_fascicularis_REEFv1___m1.17465.m1	1	1	adult_germline_sperm	adult_germline	3.90133332499418	4	1
Galaxea_fascicularis_REEFv1___m1.8426.m1	1	1	adult_gastrodermis_musclelike	adult_gastrodermis	3.41493596593982	0	0
Galaxea_fascicularis_REEFv1___m1.8072.m1	1	1	adult_neuron_13	adult_neuron	2.58298868278915	0	0
Galaxea_fascicularis_REEFv1___m1.10991.m1	1	1	adult_germline_sperm	adult_germline	2.91787236334252	1	1
Galaxea_fascicularis_REEFv1___m1.15232.m1	1	1	adult_germline_sperm	adult_germline	6.6514356031278	3	1
Galaxea_fascicularis_REEFv1___m1.18406.m1	1	1	adult_immune_2	adult_immune	2.94427714377503	0	0
Galaxea_fascicularis_REEFv1___m1.15878.m1	1	1	adult_germline_sperm	adult_germline	3.44563316091552	1	1
Galaxea_fascicularis_REEFv1___m1.6034.m1	1	1	adult_germline_sperm	adult_germline	5.60977953098482	0	0
Galaxea_fascicularis_REEFv1___m1.20656.m1	1	1	adult_neuron_10	adult_neuron	2.97916829936403	1	1
Galaxea_fascicularis_REEFv1___m1.16729.m1	2	1	adult_neuron_8	adult_neuron	5.832941575774	1	1
Galaxea_fascicularis_REEFv1___m1.16729.m1	2	1	adult_neuron_9	adult_neuron	3.43461204029033	1	1
Galaxea_fascicularis_REEFv1___m1.8548.m1	1	1	adult_unknown	adult_unknown	2.87379884320056	1	1
Galaxea_fascicularis_REEFv1___m1.19704.m1	1	1	adult_neuron_13	adult_neuron	2.62812475126252	1	1
Galaxea_fascicularis_REEFv1___m1.3308.m1	1	1	adult_gland_9	adult_gland	2.7749030396997	0	0
Galaxea_fascicularis_REEFv1___m1.14857.m1	1	1	adult_neuron_13	adult_neuron	3.12651024303135	0	0
Galaxea_fascicularis_REEFv1___m1.18084.m1	1	1	adult_germline_sperm	adult_germline	2.73363432561176	1	1
Galaxea_fascicularis_REEFv1___m1.1277.m1	1	1	adult_germline_sperm	adult_germline	3.21857801309811	1	1
Galaxea_fascicularis_REEFv1___m1.9842.m1	1	1	adult_neuron_10	adult_neuron	2.710122833728	1	1
Galaxea_fascicularis_REEFv1___m1.4606.m1	1	1	adult_neuron_8	adult_neuron	2.56476209442524	5	1
Galaxea_fascicularis_REEFv1___m1.19382.m1	1	1	adult_neuron_13	adult_neuron	98.4143928390022	1	1
Galaxea_fascicularis_REEFv1___m1.9687.m1	1	1	adult_neuron_13	adult_neuron	2.58992764219757	4	1
Galaxea_fascicularis_REEFv1___m1.23306.m1	1	1	adult_germline_sperm	adult_germline	5.20928730735637	1	1
Galaxea_fascicularis_REEFv1___m1.941.m1	1	1	adult_neuron_12	adult_neuron	2.57343227359197	1	1
Galaxea_fascicularis_REEFv1___m1.19025.m1	1	1	adult_germline_sperm	adult_germline	4.22194480226766	3	1
Galaxea_fascicularis_REEFv1___m1.4284.m1	1	1	adult_digestive_filaments	adult_digestive	2.9285262021661	3	1
Galaxea_fascicularis_REEFv1___m1.18369.m1	1	1	adult_cnidocyte	adult_cnidocyte	5.69682797202269	0	0
Galaxea_fascicularis_REEFv1___m1.4288.m1	1	1	adult_digestive_filaments	adult_digestive	2.68508085639453	2	1
Galaxea_fascicularis_REEFv1___m1.6953.m1	1	1	adult_germline_sperm	adult_germline	8.52071538780068	1	1
Galaxea_fascicularis_REEFv1___m1.19822.m1	1	1	adult_digestive_filaments	adult_digestive	2.92547857587255	3	1
Galaxea_fascicularis_REEFv1___m1.15631.m1	1	1	adult_mitotic_host_cells	adult_mitotic	2.63546824927432	1	1
Galaxea_fascicularis_REEFv1___m1.3267.m1	1	1	adult_germline_sperm	adult_germline	2.502976255616	1	1
Galaxea_fascicularis_REEFv1___m1.17348.m1	5	1	adult_neuron_1	adult_neuron	3.54083310192192	4	1
Galaxea_fascicularis_REEFv1___m1.17348.m1	5	1	adult_neuron_4	adult_neuron	3.83057320678937	4	1
Galaxea_fascicularis_REEFv1___m1.17348.m1	5	1	adult_neuron_5	adult_neuron	3.09386921811582	4	1
Galaxea_fascicularis_REEFv1___m1.17348.m1	5	1	adult_neuron_13	adult_neuron	6.55822951754398	4	1
Galaxea_fascicularis_REEFv1___m1.17348.m1	5	1	adult_neuron_14	adult_neuron	2.53619018052165	4	1
Galaxea_fascicularis_REEFv1___m1.16132.m1	1	1	adult_germline_sperm	adult_germline	3.87673463092191	2	1
Galaxea_fascicularis_REEFv1___m1.20258.m1	1	1	adult_neuron_13	adult_neuron	4.22299936998062	2	1
Galaxea_fascicularis_REEFv1___m1.13247.m1	1	1	adult_neuron_13	adult_neuron	3.12411695253277	1	1
Galaxea_fascicularis_REEFv1___m1.17629.m1	1	1	adult_germline_sperm	adult_germline	2.67639456455117	2	1
Galaxea_fascicularis_REEFv1___m1.15757.m1	1	1	adult_germline_sperm	adult_germline	3.05140485806252	2	1
Galaxea_fascicularis_REEFv1___m1.1311.m1	1	1	adult_gland_2	adult_gland	6.70160658990904	2	1
Galaxea_fascicularis_REEFv1___m1.3630.m1	1	1	adult_gland_2	adult_gland	65.6672967123836	3	1
Galaxea_fascicularis_REEFv1___m1.6800.m1	2	1	adult_gland_6	adult_gland	3.36865540997768	1	1
Galaxea_fascicularis_REEFv1___m1.6800.m1	2	1	adult_gland_8	adult_gland	3.25171055419923	1	1
Galaxea_fascicularis_REEFv1___m1.19261.m1	1	1	adult_neuron_12	adult_neuron	59.0128145958518	0	0
Galaxea_fascicularis_REEFv1___m1.20015.m1	1	1	adult_gland_6	adult_gland	70.6077220932595	2	1
Galaxea_fascicularis_REEFv1___m1.20816.m1	1	1	adult_immune_1	adult_immune	2.69906466642692	2	1
Galaxea_fascicularis_REEFv1___m1.18403.m1	1	1	adult_neuron_13	adult_neuron	10.4656315606439	5	1
Galaxea_fascicularis_REEFv1___m1.15879.m1	1	1	adult_neuron_10	adult_neuron	2.78550375895511	2	1
Galaxea_fascicularis_REEFv1___m1.15875.m1	1	1	adult_gland_3_digestive	adult_gland	16.3255090928851	1	1
