new_name	cell_type_count	broad_type_count	cell_type	broad_type	FC
Galaxea_fascicularis_REEFv1___m1.10141.m1	1	1	adult_gland_2	adult_gland	2.82424593449903
Galaxea_fascicularis_REEFv1___m1.17098.m1	1	1	adult_immune_2	adult_immune	2.05121116085365
Galaxea_fascicularis_REEFv1___m1.171.m1	1	1	adult_neuron_8	adult_neuron	2.66837495947721
Galaxea_fascicularis_REEFv1___m1.23337.m1	1	1	adult_neuron_13	adult_neuron	2.38976640268537
Galaxea_fascicularis_REEFv1___m1.18396.m1	1	1	adult_calicoblast	adult_calicoblast	3.5766249731099
Galaxea_fascicularis_REEFv1___m1.15825.m1	1	1	adult_germline_sperm	adult_germline	2.07103921829676
Galaxea_fascicularis_REEFv1___m1.8300.m1	1	1	adult_unknown	adult_unknown	8.96328380592688
Galaxea_fascicularis_REEFv1___m1.17180.m1	1	1	adult_gland_2	adult_gland	2.03789126122711
Galaxea_fascicularis_REEFv1___m1.5776.m1	1	1	adult_neuron_10	adult_neuron	2.83160031426659
Galaxea_fascicularis_REEFv1___m1.13953.m1	1	1	adult_immune_1	adult_immune	2.30125048669839
Galaxea_fascicularis_REEFv1___m1.611.m1	1	1	adult_gland_2	adult_gland	2.71612707039546
Galaxea_fascicularis_REEFv1___m1.21108.m1	1	1	adult_neuron_6	adult_neuron	2.89380630380201
Galaxea_fascicularis_REEFv1___m1.21100.m1	1	1	adult_germline_sperm	adult_germline	2.03421596717505
Galaxea_fascicularis_REEFv1___m1.14645.m1	1	1	adult_gland_5	adult_gland	2.03745908438891
Galaxea_fascicularis_REEFv1___m1.15309.m1	1	1	adult_neuron_13	adult_neuron	2.6107057455357
Galaxea_fascicularis_REEFv1___m1.4596.m1	1	1	adult_germline_sperm	adult_germline	2.24860789767629
Galaxea_fascicularis_REEFv1___m1.23455.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.59063129358641
Galaxea_fascicularis_REEFv1___m1.15146.m1	1	1	adult_neuron_13	adult_neuron	2.26246599452913
Galaxea_fascicularis_REEFv1___m1.7762.m1	1	1	adult_epidermis_2	adult_epidermis	2.03506052250132
Galaxea_fascicularis_REEFv1___m1.16603.m1	1	1	adult_germline_sperm	adult_germline	3.28097641199472
Galaxea_fascicularis_REEFv1___m1.18153.m1	1	1	adult_gland_9	adult_gland	5.72654137358005
Galaxea_fascicularis_REEFv1___m1.14572.m1	1	1	adult_neuron_13	adult_neuron	2.26566639173554
Galaxea_fascicularis_REEFv1___m1.574.m1	1	1	adult_germline_sperm	adult_germline	2.31127446893797
Galaxea_fascicularis_REEFv1___m1.3214.m1	1	1	adult_germline_sperm	adult_germline	3.21550150896619
Galaxea_fascicularis_REEFv1___m1.13714.m1	1	1	adult_neuron_13	adult_neuron	2.33020155896819
Galaxea_fascicularis_REEFv1___m1.13555.m1	1	1	adult_gland_7	adult_gland	2.31509699170426
Galaxea_fascicularis_REEFv1___m1.13559.m1	1	1	adult_neuron_10	adult_neuron	2.37001633502974
Galaxea_fascicularis_REEFv1___m1.5378.m1	1	1	adult_neuron_13	adult_neuron	2.82978260447024
Galaxea_fascicularis_REEFv1___m1.6831.m1	1	1	adult_neuron_13	adult_neuron	2.81200881432128
Galaxea_fascicularis_REEFv1___m1.17583.m1	1	1	adult_germline_sperm	adult_germline	2.09448852264975
Galaxea_fascicularis_REEFv1___m1.10024.m1	1	1	adult_gland_2	adult_gland	2.17833582366669
Galaxea_fascicularis_REEFv1___m1.17937.m1	1	1	adult_neuron_13	adult_neuron	2.16040418727875
Galaxea_fascicularis_REEFv1___m1.6225.m1	1	1	adult_calicoblast	adult_calicoblast	2.38149322241389
Galaxea_fascicularis_REEFv1___m1.1984.m1	1	1	adult_neuron_13	adult_neuron	2.97253400328282
Galaxea_fascicularis_REEFv1___m1.7880.m1	1	1	adult_neuron_10	adult_neuron	2.15478225960206
Galaxea_fascicularis_REEFv1___m1.17778.m1	1	1	adult_neuron_10	adult_neuron	2.91136272254576
Galaxea_fascicularis_REEFv1___m1.2481.m1	1	1	adult_neuron_10	adult_neuron	2.19655551889376
Galaxea_fascicularis_REEFv1___m1.12375.m1	1	1	adult_neuron_12	adult_neuron	2.55112012444719
Galaxea_fascicularis_REEFv1___m1.21344.m1	1	1	adult_immune_2	adult_immune	2.10365402266689
Galaxea_fascicularis_REEFv1___m1.19736.m1	1	1	adult_gland_2	adult_gland	2.32803649228615
Galaxea_fascicularis_REEFv1___m1.17063.m1	1	1	adult_neuron_4	adult_neuron	3.2049390557262
Galaxea_fascicularis_REEFv1___m1.19732.m1	1	1	adult_gland_7	adult_gland	3.2840018682993
Galaxea_fascicularis_REEFv1___m1.4995.m1	1	1	adult_mitotic_host_cells	adult_mitotic	2.33688540074225
Galaxea_fascicularis_REEFv1___m1.6506.m1	1	1	adult_neuron_3	adult_neuron	2.00386150480367
Galaxea_fascicularis_REEFv1___m1.12014.m1	1	1	adult_neuron_13	adult_neuron	2.54693129728171
Galaxea_fascicularis_REEFv1___m1.9077.m1	1	1	adult_germline_sperm	adult_germline	2.17801801613873
Galaxea_fascicularis_REEFv1___m1.1103.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.85582496657458
Galaxea_fascicularis_REEFv1___m1.6794.m1	1	1	adult_immune_1	adult_immune	2.25283258257206
Galaxea_fascicularis_REEFv1___m1.6790.m1	1	1	adult_neuron_13	adult_neuron	4.15626260508755
Galaxea_fascicularis_REEFv1___m1.4479.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.17403506075718
Galaxea_fascicularis_REEFv1___m1.977.m1	1	1	adult_germline_sperm	adult_germline	2.28810973865007
Galaxea_fascicularis_REEFv1___m1.2401.m1	1	1	adult_gland_7	adult_gland	2.60050357100025
Galaxea_fascicularis_REEFv1___m1.17181.m1	1	1	adult_neuron_13	adult_neuron	3.71991671463098
Galaxea_fascicularis_REEFv1___m1.5773.m1	1	1	adult_neuron_9	adult_neuron	2.13389691377699
Galaxea_fascicularis_REEFv1___m1.5777.m1	1	1	adult_germline_sperm	adult_germline	2.75069768711949
Galaxea_fascicularis_REEFv1___m1.13950.m1	1	1	adult_neuron_13	adult_neuron	2.07322535794168
Galaxea_fascicularis_REEFv1___m1.4911.m1	1	1	adult_gastrodermis_musclelike	adult_gastrodermis	2.06598426643606
Galaxea_fascicularis_REEFv1___m1.16327.m1	1	1	adult_germline_sperm	adult_germline	2.09840838041371
Galaxea_fascicularis_REEFv1___m1.21105.m1	1	1	adult_germline_sperm	adult_germline	2.13671601642127
Galaxea_fascicularis_REEFv1___m1.14455.m1	1	1	adult_germline_sperm	adult_germline	8.16949564578434
Galaxea_fascicularis_REEFv1___m1.5412.m1	1	1	adult_neuron_13	adult_neuron	3.62984798516801
Galaxea_fascicularis_REEFv1___m1.2884.m1	1	1	adult_germline_sperm	adult_germline	2.66562405480633
Galaxea_fascicularis_REEFv1___m1.7125.m1	1	1	adult_germline_sperm	adult_germline	2.10158992239738
Galaxea_fascicularis_REEFv1___m1.8780.m1	1	1	adult_neuron_10	adult_neuron	3.56798807838485
Galaxea_fascicularis_REEFv1___m1.16961.m1	1	1	adult_neuron_11	adult_neuron	2.04412532718798
Galaxea_fascicularis_REEFv1___m1.18678.m1	1	1	adult_germline_sperm	adult_germline	2.50556937663887
Galaxea_fascicularis_REEFv1___m1.17466.m1	1	1	adult_neuron_12	adult_neuron	4.85430451191245
Galaxea_fascicularis_REEFv1___m1.15147.m1	1	1	adult_neuron_13	adult_neuron	2.65253965692901
Galaxea_fascicularis_REEFv1___m1.13279.m1	1	1	adult_neuron_10	adult_neuron	2.23489800092755
Galaxea_fascicularis_REEFv1___m1.4232.m1	1	1	adult_neuron_13	adult_neuron	3.76625936504389
Galaxea_fascicularis_REEFv1___m1.19976.m1	1	1	adult_neuron_13	adult_neuron	2.74077679656721
Galaxea_fascicularis_REEFv1___m1.10545.m1	1	1	adult_germline_sperm	adult_germline	3.6369878069241
Galaxea_fascicularis_REEFv1___m1.730.m1	1	1	adult_germline_sperm	adult_germline	3.22925458633307
Galaxea_fascicularis_REEFv1___m1.1506.m1	1	1	adult_germline_sperm	adult_germline	2.05670004700782
Galaxea_fascicularis_REEFv1___m1.6396.m1	1	1	adult_neuron_13	adult_neuron	2.00265824563519
Galaxea_fascicularis_REEFv1___m1.10382.m1	1	1	adult_neuron_14	adult_neuron	4.08747109147867
Galaxea_fascicularis_REEFv1___m1.5538.m1	1	1	adult_neuron_13	adult_neuron	2.15468357848998
Galaxea_fascicularis_REEFv1___m1.13711.m1	1	1	adult_alga-hosting_cells	adult_alga-hosting	2.13193525122022
Galaxea_fascicularis_REEFv1___m1.18955.m1	1	1	adult_gland_10	adult_gland	2.07350895098993
Galaxea_fascicularis_REEFv1___m1.7247.m1	1	1	adult_gland_7	adult_gland	2.30569023112246
Galaxea_fascicularis_REEFv1___m1.5375.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.99119645454578
Galaxea_fascicularis_REEFv1___m1.2800.m1	1	1	adult_neuron_13	adult_neuron	2.16326041543128
Galaxea_fascicularis_REEFv1___m1.17580.m1	1	1	adult_neuron_14	adult_neuron	2.07232758178312
Galaxea_fascicularis_REEFv1___m1.210.m1	1	1	adult_neuron_10	adult_neuron	2.00870335620585
Galaxea_fascicularis_REEFv1___m1.14053.m1	1	1	adult_neuron_5	adult_neuron	3.22091620073869
Galaxea_fascicularis_REEFv1___m1.8545.m1	1	1	adult_neuron_10	adult_neuron	2.77763330815171
Galaxea_fascicularis_REEFv1___m1.3301.m1	1	1	adult_neuron_10	adult_neuron	2.00755813171497
Galaxea_fascicularis_REEFv1___m1.5815.m1	1	1	adult_neuron_13	adult_neuron	2.58767874968497
Galaxea_fascicularis_REEFv1___m1.15351.m1	1	1	adult_germline_sperm	adult_germline	3.51347532444303
Galaxea_fascicularis_REEFv1___m1.4199.m1	1	1	adult_immune_1	adult_immune	2.22752248174284
Galaxea_fascicularis_REEFv1___m1.17064.m1	1	1	adult_neuron_10	adult_neuron	2.39379001544256
Galaxea_fascicularis_REEFv1___m1.19737.m1	1	1	adult_neuron_13	adult_neuron	2.76886437169036
Galaxea_fascicularis_REEFv1___m1.16202.m1	1	1	adult_neuron_10	adult_neuron	2.87496464833297
Galaxea_fascicularis_REEFv1___m1.7369.m1	1	1	adult_neuron_10	adult_neuron	2.22430519028637
Galaxea_fascicularis_REEFv1___m1.7365.m1	1	1	adult_gland_5	adult_gland	2.3869933576232
Galaxea_fascicularis_REEFv1___m1.2926.m1	1	1	adult_neuron_10	adult_neuron	2.16940530173603
Galaxea_fascicularis_REEFv1___m1.13678.m1	1	1	adult_neuron_10	adult_neuron	4.5045068129141
Galaxea_fascicularis_REEFv1___m1.6157.m1	1	1	adult_cnidocyte	adult_cnidocyte	7.44448891161346
Galaxea_fascicularis_REEFv1___m1.19570.m1	1	1	adult_immune_1	adult_immune	3.16525863694576
Galaxea_fascicularis_REEFv1___m1.15387.m1	1	1	adult_cnidocyte	adult_cnidocyte	3.40491702477569
Galaxea_fascicularis_REEFv1___m1.1104.m1	1	1	adult_neuron_2	adult_neuron	4.92846210243724
Galaxea_fascicularis_REEFv1___m1.2763.m1	1	1	adult_germline_sperm	adult_germline	2.28810973865007
Galaxea_fascicularis_REEFv1___m1.1909.m1	1	1	adult_neuron_3	adult_neuron	2.15047821772806
Galaxea_fascicularis_REEFv1___m1.6791.m1	1	1	adult_neuron_13	adult_neuron	4.10101711983613
Galaxea_fascicularis_REEFv1___m1.16689.m1	1	1	adult_gland_5	adult_gland	2.10215555721734
Galaxea_fascicularis_REEFv1___m1.1392.m1	1	1	adult_gland_5	adult_gland	2.01554532694907
Galaxea_fascicularis_REEFv1___m1.9965.m1	1	1	adult_mitotic_host_cells	adult_mitotic	2.07734706757499
Galaxea_fascicularis_REEFv1___m1.22127.m1	1	1	adult_alga-hosting_cells	adult_alga-hosting	2.55545263027731
Galaxea_fascicularis_REEFv1___m1.7292.m1	1	1	adult_neuron_11	adult_neuron	2.14817535979486
Galaxea_fascicularis_REEFv1___m1.1746.m1	1	1	adult_gland_2	adult_gland	2.16429822939901
Galaxea_fascicularis_REEFv1___m1.14611.m1	1	1	adult_neuron_10	adult_neuron	8.6246284710837
Galaxea_fascicularis_REEFv1___m1.17186.m1	1	1	adult_neuron_10	adult_neuron	2.32403109530084
Galaxea_fascicularis_REEFv1___m1.6430.m1	1	1	adult_neuron_12	adult_neuron	2.16310206240849
Galaxea_fascicularis_REEFv1___m1.2243.m1	1	1	adult_neuron_10	adult_neuron	2.02870348510431
Galaxea_fascicularis_REEFv1___m1.8944.m1	1	1	adult_immune_1	adult_immune	2.13137956957138
Galaxea_fascicularis_REEFv1___m1.1832.m1	1	1	adult_germline_sperm	adult_germline	2.89027636373444
Galaxea_fascicularis_REEFv1___m1.2088.m1	1	1	adult_germline_sperm	adult_germline	2.56553087900213
Galaxea_fascicularis_REEFv1___m1.1226.m1	1	1	adult_neuron_13	adult_neuron	9.75829931478589
Galaxea_fascicularis_REEFv1___m1.23262.m1	1	1	adult_germline_sperm	adult_germline	2.28810973865007
Galaxea_fascicularis_REEFv1___m1.15307.m1	1	1	adult_gland_2	adult_gland	2.07162242727816
Galaxea_fascicularis_REEFv1___m1.2889.m1	1	1	adult_neuron_10	adult_neuron	2.24103474766334
Galaxea_fascicularis_REEFv1___m1.9441.m1	1	1	adult_neuron_10	adult_neuron	2.44150330377467
Galaxea_fascicularis_REEFv1___m1.2885.m1	1	1	adult_germline_sperm	adult_germline	2.96337297788285
Galaxea_fascicularis_REEFv1___m1.4598.m1	1	1	adult_neuron_13	adult_neuron	3.2450273915247
Galaxea_fascicularis_REEFv1___m1.13439.m1	1	1	adult_neuron_10	adult_neuron	3.04590633093514
Galaxea_fascicularis_REEFv1___m1.13431.m1	1	1	adult_neuron_2	adult_neuron	5.47404434512448
Galaxea_fascicularis_REEFv1___m1.15148.m1	1	1	adult_neuron_10	adult_neuron	2.32187141074614
Galaxea_fascicularis_REEFv1___m1.18920.m1	1	1	adult_neuron_13	adult_neuron	4.13691233503285
Galaxea_fascicularis_REEFv1___m1.2524.m1	1	1	adult_neuron_10	adult_neuron	2.42389701385787
Galaxea_fascicularis_REEFv1___m1.15949.m1	1	1	adult_germline_sperm	adult_germline	3.75517899771679
Galaxea_fascicularis_REEFv1___m1.4237.m1	1	1	adult_mitotic_host_cells	adult_mitotic	3.22837944644953
Galaxea_fascicularis_REEFv1___m1.14733.m1	1	1	adult_immune_2	adult_immune	2.73213364126702
Galaxea_fascicularis_REEFv1___m1.12861.m1	1	1	adult_neuron_12	adult_neuron	2.03720715369796
Galaxea_fascicularis_REEFv1___m1.4684.m1	1	1	adult_neuron_10	adult_neuron	2.83160031426659
Galaxea_fascicularis_REEFv1___m1.9726.m1	1	1	adult_gastrodermis_musclelike	adult_gastrodermis	2.82292421041776
Galaxea_fascicularis_REEFv1___m1.9722.m1	1	1	adult_neuron_12	adult_neuron	2.69894077451905
Galaxea_fascicularis_REEFv1___m1.17907.m1	1	1	adult_germline_sperm	adult_germline	2.27101330602186
Galaxea_fascicularis_REEFv1___m1.2004.m1	1	1	adult_neuron_13	adult_neuron	2.8748589998926
Galaxea_fascicularis_REEFv1___m1.1348.m1	1	1	adult_gland_5	adult_gland	2.05250949776178
Galaxea_fascicularis_REEFv1___m1.6032.m1	1	1	adult_calicoblast	adult_calicoblast	2.56332265022755
Galaxea_fascicularis_REEFv1___m1.1795.m1	1	1	adult_neuron_13	adult_neuron	2.10083053583456
Galaxea_fascicularis_REEFv1___m1.14213.m1	1	1	adult_neuron_12	adult_neuron	2.08088791700243
Galaxea_fascicularis_REEFv1___m1.1189.m1	1	1	adult_neuron_13	adult_neuron	2.09735537260503
Galaxea_fascicularis_REEFv1___m1.6837.m1	1	1	adult_germline_sperm	adult_germline	2.13381256386748
Galaxea_fascicularis_REEFv1___m1.11685.m1	1	1	adult_gland_2	adult_gland	2.48611467867275
Galaxea_fascicularis_REEFv1___m1.13398.m1	1	1	adult_neuron_10	adult_neuron	3.5187258103844
Galaxea_fascicularis_REEFv1___m1.2642.m1	1	1	adult_calicoblast	adult_calicoblast	2.17047398288372
Galaxea_fascicularis_REEFv1___m1.18086.m1	1	1	adult_gland_9	adult_gland	2.49213175282083
Galaxea_fascicularis_REEFv1___m1.21151.m1	1	1	adult_gland_7	adult_gland	4.07459088455063
Galaxea_fascicularis_REEFv1___m1.11320.m1	1	1	adult_immune_1	adult_immune	2.45657859473036
Galaxea_fascicularis_REEFv1___m1.3143.m1	1	1	adult_neuron_10	adult_neuron	2.62011358739558
Galaxea_fascicularis_REEFv1___m1.11324.m1	1	1	adult_neuron_13	adult_neuron	2.73936330908967
Galaxea_fascicularis_REEFv1___m1.7529.m1	1	1	adult_neuron_10	adult_neuron	3.96351083834679
Galaxea_fascicularis_REEFv1___m1.19738.m1	1	1	adult_germline_sperm	adult_germline	2.12583536657468
Galaxea_fascicularis_REEFv1___m1.11161.m1	1	1	adult_immune_2	adult_immune	7.95293046829358
Galaxea_fascicularis_REEFv1___m1.5653.m1	1	1	adult_germline_sperm	adult_germline	2.56441335173683
Galaxea_fascicularis_REEFv1___m1.15197.m1	1	1	adult_neuron_10	adult_neuron	2.24464762943544
Galaxea_fascicularis_REEFv1___m1.9685.m1	1	1	adult_germline_sperm	adult_germline	2.62392496037519
Galaxea_fascicularis_REEFv1___m1.19579.m1	1	1	adult_neuron_10	adult_neuron	2.45510310521299
