new_name	cell_type_count	broad_type_count	cell_type	broad_type	FC	mid_range_cell_type_count	mid_range_broad_type_count
Galaxea_fascicularis_REEFv1___m1.14488.m1	5	2	adult_neuron_6	adult_neuron	3.17881478803177	6	2
Galaxea_fascicularis_REEFv1___m1.15786.m1	2	1	adult_neuron_2	adult_neuron	2.7314797725881	3	2
Galaxea_fascicularis_REEFv1___m1.15786.m1	2	1	adult_neuron_4	adult_neuron	4.04418558797333	3	2
Galaxea_fascicularis_REEFv1___m1.2719.m1	2	1	adult_neuron_2	adult_neuron	7.22865726138269	3	1
Galaxea_fascicularis_REEFv1___m1.2719.m1	2	1	adult_neuron_13	adult_neuron	4.11135418949395	3	1
Galaxea_fascicularis_REEFv1___m1.2715.m1	2	2	adult_mitotic_host_cells	adult_mitotic	4.38531009929491	0	0
Galaxea_fascicularis_REEFv1___m1.2715.m1	2	2	adult_unknown	adult_unknown	9.51253114462404	0	0
Galaxea_fascicularis_REEFv1___m1.16283.m1	3	1	adult_neuron_1	adult_neuron	2.6478311542097	3	1
Galaxea_fascicularis_REEFv1___m1.16283.m1	3	1	adult_neuron_3	adult_neuron	2.57333012423911	3	1
Galaxea_fascicularis_REEFv1___m1.16283.m1	3	1	adult_neuron_13	adult_neuron	2.98125967540236	3	1
Galaxea_fascicularis_REEFv1___m1.767.m1	2	1	adult_neuron_13	adult_neuron	9.70780319816351	2	1
Galaxea_fascicularis_REEFv1___m1.767.m1	2	1	adult_neuron_8	adult_neuron	20.3290688001697	2	1
Galaxea_fascicularis_REEFv1___m1.10022.m1	4	4	adult_digestive_filaments	adult_digestive	4.89095643896918	5	3
Galaxea_fascicularis_REEFv1___m1.10022.m1	4	4	adult_gastrodermis_musclelike	adult_gastrodermis	3.12798989873524	5	3
Galaxea_fascicularis_REEFv1___m1.10022.m1	4	4	adult_gland_6	adult_gland	2.89758285559592	5	3
Galaxea_fascicularis_REEFv1___m1.10022.m1	4	4	adult_neuron_6	adult_neuron	7.77114818149673	5	3
Galaxea_fascicularis_REEFv1___m1.17931.m1	1	1	adult_immune_2	adult_immune	2.7244323549902	2	2
Galaxea_fascicularis_REEFv1___m1.19644.m1	1	1	adult_neuron_10	adult_neuron	10.1295980307945	1	1
Galaxea_fascicularis_REEFv1___m1.14249.m1	1	1	adult_mitotic_host_cells	adult_mitotic	4.5509729655811	3	2
Galaxea_fascicularis_REEFv1___m1.18277.m1	1	1	adult_germline_sperm	adult_germline	2.96459043020852	1	1
Galaxea_fascicularis_REEFv1___m1.6869.m1	1	1	adult_neuron_2	adult_neuron	2.8158903440382	2	1
Galaxea_fascicularis_REEFv1___m1.5206.m1	1	1	adult_germline_sperm	adult_germline	3.15881550118042	3	1
Galaxea_fascicularis_REEFv1___m1.7362.m1	1	1	adult_neuron_10	adult_neuron	3.29202988268415	3	1
Galaxea_fascicularis_REEFv1___m1.3976.m1	1	1	adult_gland_1	adult_gland	2.51229980378803	8	1
Galaxea_fascicularis_REEFv1___m1.1101.m1	1	1	adult_neuron_13	adult_neuron	3.03373533279715	0	0
Galaxea_fascicularis_REEFv1___m1.14526.m1	2	2	adult_neuron_13	adult_neuron	4.0564880062444	0	0
Galaxea_fascicularis_REEFv1___m1.14526.m1	2	2	adult_germline_sperm	adult_germline	3.12405156551593	0	0
Galaxea_fascicularis_REEFv1___m1.19766.m1	1	1	adult_mitotic_host_cells	adult_mitotic	2.88793480738343	3	2
Galaxea_fascicularis_REEFv1___m1.6349.m1	1	1	adult_neuron_9	adult_neuron	3.21254404126005	4	1
Galaxea_fascicularis_REEFv1___m1.8058.m1	1	1	adult_epidermis_1	adult_epidermis	2.56970135912219	3	2
Galaxea_fascicularis_REEFv1___m1.4477.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.85561158199406	0	0
Galaxea_fascicularis_REEFv1___m1.2959.m1	1	1	adult_neuron_10	adult_neuron	3.17220868638573	0	0
Galaxea_fascicularis_REEFv1___m1.19409.m1	1	1	adult_germline_sperm	adult_germline	3.64059529763796	1	1
Galaxea_fascicularis_REEFv1___m1.18391.m1	2	1	adult_neuron_7	adult_neuron	3.43883864039065	3	1
Galaxea_fascicularis_REEFv1___m1.18391.m1	2	1	adult_neuron_8	adult_neuron	4.32510051889877	3	1
Galaxea_fascicularis_REEFv1___m1.13952.m1	1	1	adult_gland_7	adult_gland	5.23051663436168	1	1
Galaxea_fascicularis_REEFv1___m1.23173.m1	1	1	adult_neuron_13	adult_neuron	2.68468936886213	1	1
Galaxea_fascicularis_REEFv1___m1.9356.m1	1	1	adult_immune_1	adult_immune	3.79583026600824	1	1
Galaxea_fascicularis_REEFv1___m1.15665.m1	1	1	adult_neuron_13	adult_neuron	2.70890040148584	2	2
Galaxea_fascicularis_REEFv1___m1.18835.m1	1	1	adult_neuron_13	adult_neuron	3.65914101114251	0	0
Galaxea_fascicularis_REEFv1___m1.8782.m1	1	1	adult_germline_sperm	adult_germline	3.31138998366196	2	1
Galaxea_fascicularis_REEFv1___m1.1223.m1	1	1	adult_gastrodermis_musclelike	adult_gastrodermis	4.17495904285245	3	2
Galaxea_fascicularis_REEFv1___m1.14485.m1	1	1	adult_neuron_13	adult_neuron	3.37438065763437	2	1
Galaxea_fascicularis_REEFv1___m1.15946.m1	1	1	adult_gastrodermis	adult_gastrodermis	2.62212686198849	3	2
Galaxea_fascicularis_REEFv1___m1.16602.m1	1	1	adult_neuron_6	adult_neuron	2.5277600660329	1	1
Galaxea_fascicularis_REEFv1___m1.4238.m1	1	1	adult_gland_9	adult_gland	6.12911042039515	0	0
Galaxea_fascicularis_REEFv1___m1.20720.m1	1	1	adult_neuron_2	adult_neuron	3.25858609927214	3	2
Galaxea_fascicularis_REEFv1___m1.16280.m1	1	1	adult_neuron_9	adult_neuron	2.75945048938439	1	1
Galaxea_fascicularis_REEFv1___m1.573.m1	2	1	adult_neuron_3	adult_neuron	2.86624198540739	1	1
Galaxea_fascicularis_REEFv1___m1.573.m1	2	1	adult_neuron_12	adult_neuron	3.40131373825813	1	1
Galaxea_fascicularis_REEFv1___m1.17139.m1	1	1	adult_neuron_13	adult_neuron	2.85227573213085	2	2
Galaxea_fascicularis_REEFv1___m1.17936.m1	1	1	adult_neuron_13	adult_neuron	2.68655749099714	0	0
Galaxea_fascicularis_REEFv1___m1.1186.m1	2	2	adult_epidermis_2	adult_epidermis	3.24924230080059	2	2
Galaxea_fascicularis_REEFv1___m1.1186.m1	2	2	adult_calicoblast	adult_calicoblast	2.82814168863892	2	2
Galaxea_fascicularis_REEFv1___m1.2643.m1	1	1	adult_neuron_13	adult_neuron	2.58549351684279	5	1
Galaxea_fascicularis_REEFv1___m1.16561.m1	1	1	adult_neuron_12	adult_neuron	4.69918658577636	2	2
Galaxea_fascicularis_REEFv1___m1.20683.m1	1	1	adult_neuron_10	adult_neuron	4.20247779014631	2	1
Galaxea_fascicularis_REEFv1___m1.23052.m1	1	1	adult_epidermis_2	adult_epidermis	5.37636489202616	4	1
Galaxea_fascicularis_REEFv1___m1.1463.m1	1	1	adult_neuron_10	adult_neuron	2.7475462321773	1	1
Galaxea_fascicularis_REEFv1___m1.10141.m1	1	1	adult_gland_2	adult_gland	2.82424593449903	0	0
Galaxea_fascicularis_REEFv1___m1.171.m1	1	1	adult_neuron_8	adult_neuron	2.66837495947721	1	1
Galaxea_fascicularis_REEFv1___m1.18396.m1	1	1	adult_calicoblast	adult_calicoblast	3.5766249731099	1	1
Galaxea_fascicularis_REEFv1___m1.8300.m1	1	1	adult_unknown	adult_unknown	8.96328380592688	1	1
Galaxea_fascicularis_REEFv1___m1.15821.m1	2	2	adult_gastrodermis	adult_gastrodermis	2.95185126749897	2	1
Galaxea_fascicularis_REEFv1___m1.15821.m1	2	2	adult_alga-hosting_cells	adult_alga-hosting	2.7813069019262	2	1
Galaxea_fascicularis_REEFv1___m1.5776.m1	1	1	adult_neuron_10	adult_neuron	2.83160031426659	0	0
Galaxea_fascicularis_REEFv1___m1.611.m1	1	1	adult_gland_2	adult_gland	2.71612707039546	0	0
Galaxea_fascicularis_REEFv1___m1.21108.m1	1	1	adult_neuron_6	adult_neuron	2.89380630380201	1	1
Galaxea_fascicularis_REEFv1___m1.13790.m1	1	1	adult_neuron_1	adult_neuron	3.43347523427199	5	1
Galaxea_fascicularis_REEFv1___m1.4755.m1	1	1	adult_gland_7	adult_gland	6.08890897196839	6	2
Galaxea_fascicularis_REEFv1___m1.10263.m1	2	2	adult_mitotic_host_cells	adult_mitotic	6.77925326320135	1	1
Galaxea_fascicularis_REEFv1___m1.10263.m1	2	2	adult_germline_sperm	adult_germline	17.2176319644008	1	1
Galaxea_fascicularis_REEFv1___m1.15309.m1	1	1	adult_neuron_13	adult_neuron	2.6107057455357	1	1
Galaxea_fascicularis_REEFv1___m1.2887.m1	4	1	adult_neuron_10	adult_neuron	2.5700987261648	5	2
Galaxea_fascicularis_REEFv1___m1.2887.m1	4	1	adult_neuron_14	adult_neuron	3.96520276428454	5	2
Galaxea_fascicularis_REEFv1___m1.2887.m1	4	1	adult_neuron_8	adult_neuron	3.04207557316572	5	2
Galaxea_fascicularis_REEFv1___m1.2887.m1	4	1	adult_neuron_9	adult_neuron	6.44675722153111	5	2
Galaxea_fascicularis_REEFv1___m1.15301.m1	2	2	adult_neuron_13	adult_neuron	2.99469885427689	1	1
Galaxea_fascicularis_REEFv1___m1.15301.m1	2	2	adult_germline_sperm	adult_germline	3.97995129947784	1	1
Galaxea_fascicularis_REEFv1___m1.23455.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.59063129358641	0	0
Galaxea_fascicularis_REEFv1___m1.16603.m1	1	1	adult_germline_sperm	adult_germline	3.28097641199472	0	0
Galaxea_fascicularis_REEFv1___m1.18312.m1	2	1	adult_neuron_2	adult_neuron	4.56632027448305	3	1
Galaxea_fascicularis_REEFv1___m1.18312.m1	2	1	adult_neuron_13	adult_neuron	5.34540128205824	3	1
Galaxea_fascicularis_REEFv1___m1.22881.m1	1	1	adult_gland_10	adult_gland	7.66263292640677	2	1
Galaxea_fascicularis_REEFv1___m1.18153.m1	1	1	adult_gland_9	adult_gland	5.72654137358005	0	0
Galaxea_fascicularis_REEFv1___m1.3214.m1	1	1	adult_germline_sperm	adult_germline	3.21550150896619	0	0
Galaxea_fascicularis_REEFv1___m1.19451.m1	1	1	adult_neuron_3	adult_neuron	4.56113822114005	1	1
Galaxea_fascicularis_REEFv1___m1.14211.m1	2	1	adult_immune_1	adult_immune	2.66207677616436	1	1
Galaxea_fascicularis_REEFv1___m1.14211.m1	2	1	adult_immune_2	adult_immune	3.00531101701582	1	1
Galaxea_fascicularis_REEFv1___m1.5378.m1	1	1	adult_neuron_13	adult_neuron	2.82978260447024	1	1
Galaxea_fascicularis_REEFv1___m1.6831.m1	1	1	adult_neuron_13	adult_neuron	2.81200881432128	0	0
Galaxea_fascicularis_REEFv1___m1.1984.m1	1	1	adult_neuron_13	adult_neuron	2.97253400328282	2	1
Galaxea_fascicularis_REEFv1___m1.17778.m1	1	1	adult_neuron_10	adult_neuron	2.91136272254576	1	1
Galaxea_fascicularis_REEFv1___m1.12375.m1	1	1	adult_neuron_12	adult_neuron	2.55112012444719	4	2
Galaxea_fascicularis_REEFv1___m1.14690.m1	3	2	adult_gastrodermis_musclelike	adult_gastrodermis	5.33574684640924	3	1
Galaxea_fascicularis_REEFv1___m1.14690.m1	3	2	adult_unknown	adult_unknown	3.06350866001995	3	1
Galaxea_fascicularis_REEFv1___m1.14690.m1	3	2	adult_gastrodermis	adult_gastrodermis	3.69208417029979	3	1
Galaxea_fascicularis_REEFv1___m1.20688.m1	1	1	adult_neuron_10	adult_neuron	2.65668167500357	5	1
Galaxea_fascicularis_REEFv1___m1.17063.m1	1	1	adult_neuron_4	adult_neuron	3.2049390557262	2	1
Galaxea_fascicularis_REEFv1___m1.19732.m1	1	1	adult_gland_7	adult_gland	3.2840018682993	1	1
Galaxea_fascicularis_REEFv1___m1.12014.m1	1	1	adult_neuron_13	adult_neuron	2.54693129728171	0	0
Galaxea_fascicularis_REEFv1___m1.1103.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.85582496657458	1	1
Galaxea_fascicularis_REEFv1___m1.7007.m1	1	1	adult_neuron_13	adult_neuron	3.66719939127657	4	1
Galaxea_fascicularis_REEFv1___m1.6790.m1	1	1	adult_neuron_13	adult_neuron	4.15626260508755	4	1
Galaxea_fascicularis_REEFv1___m1.5936.m1	1	1	adult_germline_sperm	adult_germline	3.96363970179378	2	1
Galaxea_fascicularis_REEFv1___m1.2401.m1	1	1	adult_gland_7	adult_gland	2.60050357100025	2	1
Galaxea_fascicularis_REEFv1___m1.17181.m1	1	1	adult_neuron_13	adult_neuron	3.71991671463098	4	2
Galaxea_fascicularis_REEFv1___m1.20254.m1	2	2	adult_neuron_10	adult_neuron	2.87572111774672	0	0
Galaxea_fascicularis_REEFv1___m1.20254.m1	2	2	adult_germline_sperm	adult_germline	2.73778094909847	0	0
Galaxea_fascicularis_REEFv1___m1.5777.m1	1	1	adult_germline_sperm	adult_germline	2.75069768711949	0	0
Galaxea_fascicularis_REEFv1___m1.22764.m1	1	1	adult_neuron_6	adult_neuron	3.25417880792613	4	1
Galaxea_fascicularis_REEFv1___m1.14455.m1	1	1	adult_germline_sperm	adult_germline	8.16949564578434	0	0
Galaxea_fascicularis_REEFv1___m1.453.m1	1	1	adult_neuron_8	adult_neuron	2.61641323907086	2	2
Galaxea_fascicularis_REEFv1___m1.5412.m1	1	1	adult_neuron_13	adult_neuron	3.62984798516801	2	1
Galaxea_fascicularis_REEFv1___m1.2884.m1	1	1	adult_germline_sperm	adult_germline	2.66562405480633	0	0
Galaxea_fascicularis_REEFv1___m1.8780.m1	1	1	adult_neuron_10	adult_neuron	3.56798807838485	0	0
Galaxea_fascicularis_REEFv1___m1.1229.m1	5	1	adult_neuron_2	adult_neuron	3.87774623443099	6	2
Galaxea_fascicularis_REEFv1___m1.1229.m1	5	1	adult_neuron_3	adult_neuron	3.99176449322774	6	2
Galaxea_fascicularis_REEFv1___m1.1229.m1	5	1	adult_neuron_4	adult_neuron	7.13210926010062	6	2
Galaxea_fascicularis_REEFv1___m1.1229.m1	5	1	adult_neuron_5	adult_neuron	3.77306803055513	6	2
Galaxea_fascicularis_REEFv1___m1.1229.m1	5	1	adult_neuron_13	adult_neuron	19.1715971712717	6	2
Galaxea_fascicularis_REEFv1___m1.18678.m1	1	1	adult_germline_sperm	adult_germline	2.50556937663887	0	0
Galaxea_fascicularis_REEFv1___m1.294.m1	1	1	adult_gastrodermis	adult_gastrodermis	2.92064336521688	3	1
Galaxea_fascicularis_REEFv1___m1.17466.m1	1	1	adult_neuron_12	adult_neuron	4.85430451191245	1	1
Galaxea_fascicularis_REEFv1___m1.15147.m1	1	1	adult_neuron_13	adult_neuron	2.65253965692901	0	0
Galaxea_fascicularis_REEFv1___m1.4232.m1	1	1	adult_neuron_13	adult_neuron	3.76625936504389	2	1
Galaxea_fascicularis_REEFv1___m1.19976.m1	1	1	adult_neuron_13	adult_neuron	2.74077679656721	0	0
Galaxea_fascicularis_REEFv1___m1.2360.m1	3	2	adult_gland_5	adult_gland	2.55535268379627	7	2
Galaxea_fascicularis_REEFv1___m1.2360.m1	3	2	adult_neuron_7	adult_neuron	2.72836832166663	7	2
Galaxea_fascicularis_REEFv1___m1.2360.m1	3	2	adult_neuron_9	adult_neuron	6.6008014651637	7	2
Galaxea_fascicularis_REEFv1___m1.10545.m1	1	1	adult_germline_sperm	adult_germline	3.6369878069241	1	1
Galaxea_fascicularis_REEFv1___m1.730.m1	1	1	adult_germline_sperm	adult_germline	3.22925458633307	1	1
Galaxea_fascicularis_REEFv1___m1.10382.m1	1	1	adult_neuron_14	adult_neuron	4.08747109147867	0	0
Galaxea_fascicularis_REEFv1___m1.5375.m1	1	1	adult_cnidocyte	adult_cnidocyte	2.99119645454578	0	0
Galaxea_fascicularis_REEFv1___m1.7889.m1	1	1	adult_immune_2	adult_immune	3.6450399372319	3	2
Galaxea_fascicularis_REEFv1___m1.14053.m1	1	1	adult_neuron_5	adult_neuron	3.22091620073869	6	1
Galaxea_fascicularis_REEFv1___m1.8545.m1	1	1	adult_neuron_10	adult_neuron	2.77763330815171	1	1
Galaxea_fascicularis_REEFv1___m1.18882.m1	2	1	adult_neuron_1	adult_neuron	2.93626318770497	8	1
Galaxea_fascicularis_REEFv1___m1.18882.m1	2	1	adult_neuron_4	adult_neuron	3.92172621128602	8	1
Galaxea_fascicularis_REEFv1___m1.852.m1	1	1	adult_germline_sperm	adult_germline	3.86842909926982	2	1
Galaxea_fascicularis_REEFv1___m1.5815.m1	1	1	adult_neuron_13	adult_neuron	2.58767874968497	0	0
Galaxea_fascicularis_REEFv1___m1.15351.m1	1	1	adult_germline_sperm	adult_germline	3.51347532444303	0	0
Galaxea_fascicularis_REEFv1___m1.19737.m1	1	1	adult_neuron_13	adult_neuron	2.76886437169036	1	1
Galaxea_fascicularis_REEFv1___m1.16202.m1	1	1	adult_neuron_10	adult_neuron	2.87496464833297	1	1
Galaxea_fascicularis_REEFv1___m1.3788.m1	1	1	adult_gland_7	adult_gland	2.5266508694231	2	1
Galaxea_fascicularis_REEFv1___m1.13678.m1	1	1	adult_neuron_10	adult_neuron	4.5045068129141	9	2
Galaxea_fascicularis_REEFv1___m1.6157.m1	1	1	adult_cnidocyte	adult_cnidocyte	7.44448891161346	1	1
Galaxea_fascicularis_REEFv1___m1.19570.m1	1	1	adult_immune_1	adult_immune	3.16525863694576	1	1
Galaxea_fascicularis_REEFv1___m1.15387.m1	1	1	adult_cnidocyte	adult_cnidocyte	3.40491702477569	0	0
Galaxea_fascicularis_REEFv1___m1.1104.m1	1	1	adult_neuron_2	adult_neuron	4.92846210243724	1	1
Galaxea_fascicularis_REEFv1___m1.6791.m1	1	1	adult_neuron_13	adult_neuron	4.10101711983613	1	1
Galaxea_fascicularis_REEFv1___m1.18398.m1	2	2	adult_gland_6	adult_gland	120.789847493197	2	1
Galaxea_fascicularis_REEFv1___m1.18398.m1	2	2	adult_calicoblast	adult_calicoblast	3.19436322754927	2	1
Galaxea_fascicularis_REEFv1___m1.22127.m1	1	1	adult_alga-hosting_cells	adult_alga-hosting	2.55545263027731	0	0
Galaxea_fascicularis_REEFv1___m1.14611.m1	1	1	adult_neuron_10	adult_neuron	8.6246284710837	0	0
Galaxea_fascicularis_REEFv1___m1.1832.m1	1	1	adult_germline_sperm	adult_germline	2.89027636373444	0	0
Galaxea_fascicularis_REEFv1___m1.2088.m1	1	1	adult_germline_sperm	adult_germline	2.56553087900213	0	0
Galaxea_fascicularis_REEFv1___m1.1226.m1	1	1	adult_neuron_13	adult_neuron	9.75829931478589	1	1
Galaxea_fascicularis_REEFv1___m1.2885.m1	1	1	adult_germline_sperm	adult_germline	2.96337297788285	0	0
Galaxea_fascicularis_REEFv1___m1.4598.m1	1	1	adult_neuron_13	adult_neuron	3.2450273915247	0	0
Galaxea_fascicularis_REEFv1___m1.13439.m1	1	1	adult_neuron_10	adult_neuron	3.04590633093514	0	0
Galaxea_fascicularis_REEFv1___m1.13431.m1	1	1	adult_neuron_2	adult_neuron	5.47404434512448	0	0
Galaxea_fascicularis_REEFv1___m1.18920.m1	1	1	adult_neuron_13	adult_neuron	4.13691233503285	3	2
Galaxea_fascicularis_REEFv1___m1.15949.m1	1	1	adult_germline_sperm	adult_germline	3.75517899771679	0	0
Galaxea_fascicularis_REEFv1___m1.4237.m1	1	1	adult_mitotic_host_cells	adult_mitotic	3.22837944644953	1	1
Galaxea_fascicularis_REEFv1___m1.14733.m1	1	1	adult_immune_2	adult_immune	2.73213364126702	2	2
Galaxea_fascicularis_REEFv1___m1.4684.m1	1	1	adult_neuron_10	adult_neuron	2.83160031426659	1	1
Galaxea_fascicularis_REEFv1___m1.9726.m1	1	1	adult_gastrodermis_musclelike	adult_gastrodermis	2.82292421041776	3	2
Galaxea_fascicularis_REEFv1___m1.9722.m1	1	1	adult_neuron_12	adult_neuron	2.69894077451905	3	1
Galaxea_fascicularis_REEFv1___m1.7407.m1	4	1	adult_neuron_1	adult_neuron	6.94106746089255	3	1
Galaxea_fascicularis_REEFv1___m1.7407.m1	4	1	adult_neuron_2	adult_neuron	3.54577921608634	3	1
Galaxea_fascicularis_REEFv1___m1.7407.m1	4	1	adult_neuron_3	adult_neuron	4.46829878390291	3	1
Galaxea_fascicularis_REEFv1___m1.7407.m1	4	1	adult_neuron_4	adult_neuron	4.1931923110254	3	1
Galaxea_fascicularis_REEFv1___m1.14578.m1	1	1	adult_neuron_10	adult_neuron	2.64091517764872	3	2
Galaxea_fascicularis_REEFv1___m1.2004.m1	1	1	adult_neuron_13	adult_neuron	2.8748589998926	5	1
Galaxea_fascicularis_REEFv1___m1.6032.m1	1	1	adult_calicoblast	adult_calicoblast	2.56332265022755	3	1
Galaxea_fascicularis_REEFv1___m1.13398.m1	1	1	adult_neuron_10	adult_neuron	3.5187258103844	0	0
Galaxea_fascicularis_REEFv1___m1.21151.m1	1	1	adult_gland_7	adult_gland	4.07459088455063	1	1
Galaxea_fascicularis_REEFv1___m1.3143.m1	1	1	adult_neuron_10	adult_neuron	2.62011358739558	1	1
Galaxea_fascicularis_REEFv1___m1.11324.m1	1	1	adult_neuron_13	adult_neuron	2.73936330908967	2	1
Galaxea_fascicularis_REEFv1___m1.7529.m1	1	1	adult_neuron_10	adult_neuron	3.96351083834679	1	1
Galaxea_fascicularis_REEFv1___m1.11161.m1	1	1	adult_immune_2	adult_immune	7.95293046829358	1	1
Galaxea_fascicularis_REEFv1___m1.5653.m1	1	1	adult_germline_sperm	adult_germline	2.56441335173683	2	1
Galaxea_fascicularis_REEFv1___m1.17065.m1	4	2	adult_gland_2	adult_gland	5.0276077970576	2	1
Galaxea_fascicularis_REEFv1___m1.17065.m1	4	2	adult_neuron_2	adult_neuron	5.16218007418241	2	1
Galaxea_fascicularis_REEFv1___m1.17065.m1	4	2	adult_neuron_3	adult_neuron	4.35208972488854	2	1
Galaxea_fascicularis_REEFv1___m1.17065.m1	4	2	adult_neuron_4	adult_neuron	14.5780268165032	2	1
Galaxea_fascicularis_REEFv1___m1.9685.m1	1	1	adult_germline_sperm	adult_germline	2.62392496037519	0	0
Galaxea_fascicularis_REEFv1___m1.5498.m1	1	1	adult_neuron_13	adult_neuron	2.69490979592381	3	1
Galaxea_fascicularis_REEFv1___m1.23304.m1	1	1	adult_germline_sperm	adult_germline	3.02392307287903	1	1
Galaxea_fascicularis_REEFv1___m1.10750.m1	3	1	adult_neuron_11	adult_neuron	4.89839496171397	3	1
Galaxea_fascicularis_REEFv1___m1.10750.m1	3	1	adult_neuron_6	adult_neuron	7.75551568779441	3	1
Galaxea_fascicularis_REEFv1___m1.10750.m1	3	1	adult_neuron_8	adult_neuron	3.35198712930035	3	1
Galaxea_fascicularis_REEFv1___m1.13318.m1	1	1	adult_neuron_10	adult_neuron	6.20915266856127	8	1
Galaxea_fascicularis_REEFv1___m1.5133.m1	1	1	adult_neuron_6	adult_neuron	2.63042623629743	4	1
Galaxea_fascicularis_REEFv1___m1.20415.m1	1	1	adult_germline_sperm	adult_germline	3.01690201037894	1	1
Galaxea_fascicularis_REEFv1___m1.1393.m1	1	1	adult_gastrodermis_musclelike	adult_gastrodermis	3.06112612854806	2	1
Galaxea_fascicularis_REEFv1___m1.2403.m1	2	1	adult_neuron_6	adult_neuron	9.78804908547604	4	1
Galaxea_fascicularis_REEFv1___m1.2403.m1	2	1	adult_neuron_9	adult_neuron	2.65296757993552	4	1
Galaxea_fascicularis_REEFv1___m1.7293.m1	1	1	adult_neuron_13	adult_neuron	3.07993526793061	2	1
Galaxea_fascicularis_REEFv1___m1.18120.m1	1	1	adult_germline_sperm	adult_germline	2.91505410658515	0	0
Galaxea_fascicularis_REEFv1___m1.8429.m1	1	1	adult_germline_sperm	adult_germline	5.1736642520827	0	0
Galaxea_fascicularis_REEFv1___m1.3022.m1	3	2	adult_neuron_3	adult_neuron	2.50639049886597	4	1
Galaxea_fascicularis_REEFv1___m1.3022.m1	3	2	adult_neuron_10	adult_neuron	2.52124062717505	4	1
Galaxea_fascicularis_REEFv1___m1.3022.m1	3	2	adult_epidermis_2	adult_epidermis	2.74362978556426	4	1
Galaxea_fascicularis_REEFv1___m1.3823.m1	1	1	adult_gland_4	adult_gland	2.50618816446316	1	1
Galaxea_fascicularis_REEFv1___m1.20017.m1	1	1	adult_germline_sperm	adult_germline	3.81019127577403	1	1
Galaxea_fascicularis_REEFv1___m1.15877.m1	1	1	adult_neuron_13	adult_neuron	3.55693180357084	4	2
