orthogroup_id	no_sequences	no_species	avg_seq_length	representative_seqid	representative_seqid_length	num_representative_hits	is_best_representative_seq	best_strata	best_strata_taxa	best_strata_total_species	best_strata_species_in_OG	best_strata_species_in_OG_proportion_total	non.strata_taxa_in_analysis	non.strata_taxa_expectedHDF_false	non.strata_taxa_expectedHDF_ambiguous	non.strata_taxa_expectedHDF_true	non.strata_taxa_expectedHDF_false_proportion	non.strata_taxa_expectedHDF_ambiguous_proportion	non.strata_taxa_expectedHDF_true_proportion	strata_nonOG_taxa_in_analysis	strata_nonOG_taxa_expectedHDF_false	strata_nonOG_taxa_expectedHDF_ambiguous	strata_nonOG_taxa_expectedHDF_true	strata_nonOG_taxa_expectedHDF_false_proportion	strata_nonOG_taxa_expectedHDF_ambiguous_proportion	strata_nonOG_taxa_expectedHDF_true_proportion	designation
OG0012158	38	37	99.61	Porites_lutea_OIAUv1.1___m8.1711.m1	96	38	yes	order	Scleractinia	59	37	62.71	61	2	9	50	3.27869	14.7541	81.9672	22	22	0	0	100	0	0	Dark-Restricted
OG0012163	38	26	152.03	Porites_rus_NAIDv1___21448_t	211	38	yes	order	Scleractinia	59	26	44.06	61	3	9	49	4.91803	14.7541	80.3279	33	31	2	0	93.9394	6.06061	0	Dark-Restricted
OG0012178	38	22	90.55	Porites_lutea_OIAUv1.1___m8.33201.m1	79	30	yes	order	Scleractinia	59	22	37.28	61	0	6	55	0	9.83607	90.1639	37	4	33	0	10.8108	89.1892	0	Dark-Restricted
OG0012399	37	8	261.51	Porites_lobata_NAPFv3___00026966	329	37	yes	order	Scleractinia	59	8	13.55	61	2	59	0	3.27869	96.7213	0	51	44	7	0	86.2745	13.7255	0	Dark-Restricted
OG0012405	36	36	129.72	Montipora_capitata_KBHIv3___RNAseq.g8960.t1	138	35	yes	order	Scleractinia	59	36	61.01	61	12	32	17	19.6721	52.459	27.8689	23	23	0	0	100	0	0	Dark-Restricted
OG0012414	36	31	156.97	Porites_rus_NAIDv1___23796_t	200	33	yes	order	Scleractinia	59	31	52.54	61	5	7	49	8.19672	11.4754	80.3279	28	27	1	0	96.4286	3.57143	0	Dark-Restricted
OG0012424	36	28	219.75	Astreopora_myriophthalma_SLJPv2___sc0000087.g0037.t1	220	19	yes	order	Scleractinia	59	28	47.45	61	12	1	48	19.6721	1.63934	78.6885	31	31	0	0	100	0	0	Dark-Restricted
OG0012470	36	7	200.39	Porites_compressa_KBHIv1___RNAseq.g33271.t1	264	36	yes	order	Scleractinia	59	7	11.86	61	0	6	55	0	9.83607	90.1639	52	11	41	0	21.1538	78.8462	0	Dark-Restricted
OG0012472	36	18	264.83	Porites_australiensis_SLJPv1___s0078.g60.t1	662	36	yes	order	Scleractinia	59	18	30.5	61	0	12	49	0	19.6721	80.3279	41	2	39	0	4.87805	95.122	0	Dark-Restricted
OG0012566	35	35	132.4	Montipora_efflorescens_SLJPv2___sc0000225.g0010.t1	233	35	yes	order	Scleractinia	59	35	59.32	61	8	10	43	13.1148	16.3934	70.4918	24	24	0	0	100	0	0	Dark-Restricted
OG0012852	33	29	86.82	Montastrea_cavernosa_FGUSv2___21074-RA	123	33	yes	order	Scleractinia	59	29	49.15	61	1	5	55	1.63934	8.19672	90.1639	30	15	15	0	50	50	0	Dark-Restricted
OG0012895	33	10	133.55	Porites_rus_NAIDv1___21955_t	232	31	yes	order	Scleractinia	59	10	16.94	61	0	61	0	0	100	0	49	0	49	0	0	100	0	Dark-Restricted
OG0012938	33	15	253.09	Porites_lutea_OIAUv1.1___Sc0000616.6	290	28	yes	order	Scleractinia	59	15	25.42	61	0	61	0	0	100	0	44	1	43	0	2.27273	97.7273	0	Dark-Restricted
OG0012972	33	15	194.06	Pocillopora_damicornis_SIPAv1___00015132-RA	340	33	yes	order	Scleractinia	59	15	25.42	61	0	12	49	0	19.6721	80.3279	44	1	43	0	2.27273	97.7273	0	Dark-Restricted
OG0012986	32	31	87.69	Porites_rus_NAIDv1___35321_t	137	32	yes	order	Scleractinia	59	31	52.54	61	2	4	55	3.27869	6.55738	90.1639	28	13	15	0	46.4286	53.5714	0	Dark-Restricted
OG0012987	32	22	124.25	Acropora_intermedia_SLJPv1___s4962.g1.t1	55	17	yes	order	Scleractinia	59	22	37.28	61	0	61	0	0	100	0	37	2	35	0	5.40541	94.5946	0	Dark-Restricted
OG0012990	32	21	162.38	Montipora_capitata_KBHIv3___RNAseq.g489.t1	263	32	yes	order	Scleractinia	59	21	35.59	61	5	52	4	8.19672	85.2459	6.55738	38	38	0	0	100	0	0	Dark-Restricted
OG0012994	32	31	320.19	Porites_rus_NAIDv1___2943_t	278	32	yes	order	Scleractinia	59	31	52.54	61	12	37	12	19.6721	60.6557	19.6721	28	28	0	0	100	0	0	Dark-Restricted
OG0012998	32	21	86.97	Montipora_capitata_KBHIv3___RNAseq.g26997.t1	85	32	yes	order	Scleractinia	59	21	35.59	61	2	4	55	3.27869	6.55738	90.1639	38	24	14	0	63.1579	36.8421	0	Dark-Restricted
OG0013155	31	31	92.13	Porites_evermanni_NAPFv1___00037620	97	31	yes	order	Scleractinia	59	31	52.54	61	12	37	12	19.6721	60.6557	19.6721	28	28	0	0	100	0	0	Dark-Restricted
OG0013157	31	28	108.61	Porites_compressa_KBHIv1___RNAseq.g23577.t1a	296	31	yes	order	Scleractinia	59	28	47.45	61	0	6	55	0	9.83607	90.1639	31	5	26	0	16.129	83.871	0	Dark-Restricted
OG0013162	31	24	69.71	Pocillopora_verrucosa_RSSAv1___g11296.t1	71	31	yes	order	Scleractinia	59	24	40.67	61	1	5	55	1.63934	8.19672	90.1639	35	17	18	0	48.5714	51.4286	0	Dark-Restricted
OG0013164	31	31	100.84	Porites_evermanni_NAPFv1___00002033	146	31	yes	order	Scleractinia	59	31	52.54	61	10	31	20	16.3934	50.8197	32.7869	28	28	0	0	100	0	0	Dark-Restricted
OG0013167	31	26	242.55	Porites_rus_NAIDv1___14347_t	244	31	yes	order	Scleractinia	59	26	44.06	61	2	5	54	3.27869	8.19672	88.5246	33	22	11	0	66.6667	33.3333	0	Dark-Restricted
OG0013225	31	11	87.71	Fungia_spp_REEFv1___m4.7136.m1	80	31	yes	order	Scleractinia	59	11	18.64	61	1	5	55	1.63934	8.19672	90.1639	48	10	38	0	20.8333	79.1667	0	Dark-Restricted
OG0013273	31	15	241.52	Seriatopora_hystrix_REEFv1___80209	123	19	yes	order	Scleractinia	59	15	25.42	61	1	18	42	1.63934	29.5082	68.8525	44	10	34	0	22.7273	77.2727	0	Dark-Restricted
OG0013322	30	29	109.3	Porites_evermanni_NAPFv1___00041891	133	30	yes	order	Scleractinia	59	29	49.15	61	5	7	49	8.19672	11.4754	80.3279	30	29	1	0	96.6667	3.33333	0	Dark-Restricted
OG0013323	30	30	262.4	Pocillopora_verrucosa_RSSAv1___g16184.t1	518	30	yes	order	Scleractinia	59	30	50.84	61	2	5	54	3.27869	8.19672	88.5246	29	13	16	0	44.8276	55.1724	0	Dark-Restricted
OG0013326	30	27	185.67	Astreopora_myriophthalma_SLJPv2___sc0000054.g0038.t1	200	17	yes	order	Scleractinia	59	27	45.76	61	1	1	59	1.63934	1.63934	96.7213	32	16	14	2	50	43.75	6.25	Dark-Restricted
OG0013337	30	30	100.73	Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript12508_f3p0_1745_m.1158	110	30	yes	order	Scleractinia	59	30	50.84	61	7	11	43	11.4754	18.0328	70.4918	29	29	0	0	100	0	0	Dark-Restricted
OG0013338	30	30	90.4	Pachyseris_speciosa_OIAUv0.12___0.1.m1.7076.m1	113	30	yes	order	Scleractinia	59	30	50.84	61	2	4	55	3.27869	6.55738	90.1639	29	27	2	0	93.1034	6.89655	0	Dark-Restricted
OG0013498	29	22	78.48	Acropora_yongei_SLJPv1___s0007.g443.t2	84	29	yes	order	Scleractinia	59	22	37.28	61	0	2	59	0	3.27869	96.7213	37	4	19	14	10.8108	51.3514	37.8378	Dark-Restricted
OG0013505	29	28	93.34	Porites_rus_NAIDv1___3865_t	178	29	yes	order	Scleractinia	59	28	47.45	61	6	6	49	9.83607	9.83607	80.3279	31	31	0	0	100	0	0	Dark-Restricted
OG0013610	29	29	139.21	Stylophora_pistillata_GAJOv1___9954	136	29	yes	order	Scleractinia	59	29	49.15	61	6	6	49	9.83607	9.83607	80.3279	30	30	0	0	100	0	0	Dark-Restricted
OG0013628	29	16	757.31	Orbicella_faveolata_NAPAv1___XP_020631426.1	1913	28	yes	order	Scleractinia	59	16	27.11	61	0	12	49	0	19.6721	80.3279	43	7	36	0	16.2791	83.7209	0	Dark-Restricted
OG0013631	29	21	431.55	Pocillopora_verrucosa_RSSAv1___g5494.t1	576	25	yes	order	Scleractinia	59	21	35.59	61	6	9	46	9.83607	14.7541	75.4098	38	38	0	0	100	0	0	Dark-Restricted
OG0013678	29	6	208.28	Porites_evermanni_NAPFv1___00005590	84	24	yes	order	Scleractinia	59	6	10.16	61	0	12	49	0	19.6721	80.3279	53	7	46	0	13.2075	86.7925	0	Dark-Restricted
OG0013679	29	10	109.41	Porites_astreoides_BBBMv1___35905-RA	170	29	yes	order	Scleractinia	59	10	16.94	61	0	6	55	0	9.83607	90.1639	49	1	48	0	2.04082	97.9592	0	Dark-Restricted
OG0013700	28	28	92.46	Platygyra_sinensis_SDTHv1___evm.model.contig_13059.3	120	28	yes	order	Scleractinia	59	28	47.45	61	1	4	56	1.63934	6.55738	91.8033	31	15	15	1	48.3871	48.3871	3.22581	Dark-Restricted
OG0013707	28	28	310.64	Porites_rus_NAIDv1___6149_t	321	28	yes	order	Scleractinia	59	28	47.45	61	6	42	13	9.83607	68.8525	21.3115	31	31	0	0	100	0	0	Dark-Restricted
OG0013711	28	27	478.75	Pachyseris_speciosa_OIAUv0.12___0.1.m1.51458.m1	528	28	yes	order	Scleractinia	59	27	45.76	61	6	6	49	9.83607	9.83607	80.3279	32	32	0	0	100	0	0	Dark-Restricted
OG0013720	28	23	96.36	Montipora_efflorescens_SLJPv2___sc0000012.g0030.t1	91	15	yes	order	Scleractinia	59	23	38.98	61	3	9	49	4.91803	14.7541	80.3279	36	34	2	0	94.4444	5.55556	0	Dark-Restricted
OG0013911	27	27	474.96	Porites_rus_NAIDv1___8393_t	513	27	yes	order	Scleractinia	59	27	45.76	61	6	27	28	9.83607	44.2623	45.9016	32	32	0	0	100	0	0	Dark-Restricted
OG0013912	27	27	95.59	Stylophora_pistillata_GAJOv1___14158	94	26	yes	order	Scleractinia	59	27	45.76	61	6	6	49	9.83607	9.83607	80.3279	32	32	0	0	100	0	0	Dark-Restricted
OG0013941	27	25	148.3	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript5912_f2p0_1682_m.351	147	27	yes	order	Scleractinia	59	25	42.37	61	1	4	56	1.63934	6.55738	91.8033	34	21	12	1	61.7647	35.2941	2.94118	Dark-Restricted
OG0013996	27	6	87.74	Astreopora_myriophthalma_SLJPv2___sc0000083.g0010.t1	80	26	yes	order	Scleractinia	59	6	10.16	61	1	4	56	1.63934	6.55738	91.8033	53	27	25	1	50.9434	47.1698	1.88679	Dark-Restricted
OG0014061	27	18	384.04	Platygyra_sinensis_SDTHv1___evm.model.contig_91575.2	816	26	yes	order	Scleractinia	59	18	30.5	61	1	11	49	1.63934	18.0328	80.3279	41	9	32	0	21.9512	78.0488	0	Dark-Restricted
OG0014066	27	5	288.22	Porites_astreoides_BBBMv1___49838-RA	474	18	yes	order	Scleractinia	59	5	8.47	61	2	55	4	3.27869	90.1639	6.55738	54	43	11	0	79.6296	20.3704	0	Dark-Restricted
OG0014134	26	22	81.58	Galaxea_fascicularis_REEFv1___m1.315.m1	106	26	yes	order	Scleractinia	59	22	37.28	61	2	4	55	3.27869	6.55738	90.1639	37	22	15	0	59.4595	40.5405	0	Dark-Restricted
OG0014136	26	25	170.42	Pachyseris_speciosa_OIAUv0.12___0.1.m1.58740.m1	196	26	yes	order	Scleractinia	59	25	42.37	61	1	4	56	1.63934	6.55738	91.8033	34	15	18	1	44.1176	52.9412	2.94118	Dark-Restricted
OG0014137	26	25	139.92	Porites_lutea_OIAUv1.1___Sc0000177.45	138	26	yes	order	Scleractinia	59	25	42.37	61	2	7	52	3.27869	11.4754	85.2459	34	30	4	0	88.2353	11.7647	0	Dark-Restricted
OG0014143	26	23	78.58	Porites_australiensis_SLJPv1___s0060.g25.t1	73	26	yes	order	Scleractinia	59	23	38.98	61	0	5	56	0	8.19672	91.8033	36	9	26	1	25	72.2222	2.77778	Dark-Restricted
OG0014145	26	24	84.23	Porites_compressa_KBHIv1___RNAseq.g26857.t1	95	26	yes	order	Scleractinia	59	24	40.67	61	1	5	55	1.63934	8.19672	90.1639	35	14	21	0	40	60	0	Dark-Restricted
OG0014146	26	26	95.54	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript17133_f2p0_974_m.820	90	26	yes	order	Scleractinia	59	26	44.06	61	2	10	49	3.27869	16.3934	80.3279	33	32	1	0	96.9697	3.0303	0	Dark-Restricted
OG0014152	26	25	201.15	Porites_rus_NAIDv1___22533_t	222	26	yes	order	Scleractinia	59	25	42.37	61	6	25	30	9.83607	40.9836	49.1803	34	34	0	0	100	0	0	Dark-Restricted
OG0014158	26	6	219.69	Porites_lutea_OIAUv1.1___Sc0000047.2	174	24	yes	order	Scleractinia	59	6	10.16	61	1	10	50	1.63934	16.3934	81.9672	53	14	39	0	26.4151	73.5849	0	Dark-Restricted
OG0014213	26	10	87.96	Porites_rus_NAIDv1___37452_t	138	26	yes	order	Scleractinia	59	10	16.94	61	0	6	55	0	9.83607	90.1639	49	8	41	0	16.3265	83.6735	0	Dark-Restricted
OG0014215	26	11	115.35	Pseudodiploria_strigosa_REEFv1___31185	110	24	yes	order	Scleractinia	59	11	18.64	61	1	11	49	1.63934	18.0328	80.3279	48	12	36	0	25	75	0	Dark-Restricted
OG0014280	26	13	101.08	Platygyra_carnosus_REEFv1___45746	102	26	yes	order	Scleractinia	59	13	22.03	61	2	59	0	3.27869	96.7213	0	46	0	46	0	0	100	0	Dark-Restricted
OG0014374	25	25	82.04	Pocillopora_acuta_KBHIv2___RNAseq.g7471.t1	122	25	yes	order	Scleractinia	59	25	42.37	61	2	10	49	3.27869	16.3934	80.3279	34	21	13	0	61.7647	38.2353	0	Dark-Restricted
OG0014379	25	20	122.08	Porites_australiensis_SLJPv1___s0206.g39.t1	209	25	yes	order	Scleractinia	59	20	33.89	61	0	3	58	0	4.91803	95.082	39	9	28	2	23.0769	71.7949	5.12821	Dark-Restricted
OG0014381	25	23	846.2	Montipora_capitata_KBHIv3___RNAseq.g44877.t1	975	25	yes	order	Scleractinia	59	23	38.98	61	12	31	18	19.6721	50.8197	29.5082	36	36	0	0	100	0	0	Dark-Restricted
OG0014382	25	25	84.08	Porites_lutea_OIAUv1.1___Sc0000104.50	75	25	yes	order	Scleractinia	59	25	42.37	61	6	18	37	9.83607	29.5082	60.6557	34	34	0	0	100	0	0	Dark-Restricted
OG0014386	25	25	84.2	Pocillopora_verrucosa_RSSAv1___g3549.t1	89	25	yes	order	Scleractinia	59	25	42.37	61	5	7	49	8.19672	11.4754	80.3279	34	32	2	0	94.1176	5.88235	0	Dark-Restricted
OG0014390	25	25	76.84	Pocillopora_meandrina_KBHIv1___RNAseq.g4056.t1	77	25	yes	order	Scleractinia	59	25	42.37	61	31	26	4	50.8197	42.623	6.55738	34	34	0	0	100	0	0	Dark-Restricted
OG0014391	25	24	89.56	Pocillopora_verrucosa_RSSAv1___g18280.t1	84	21	yes	order	Scleractinia	59	24	40.67	61	1	4	56	1.63934	6.55738	91.8033	35	15	19	1	42.8571	54.2857	2.85714	Dark-Restricted
OG0014392	25	24	105.76	Galaxea_fascicularis_REEFv1___m1.5304.m1	104	25	yes	order	Scleractinia	59	24	40.67	61	0	2	59	0	3.27869	96.7213	35	5	28	2	14.2857	80	5.71429	Dark-Restricted
OG0014393	25	20	109.56	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript25358_f26p0_473_m.1059	79	17	yes	order	Scleractinia	59	20	33.89	61	0	5	56	0	8.19672	91.8033	39	8	30	1	20.5128	76.9231	2.5641	Dark-Restricted
OG0014396	25	25	94.84	Orbicella_faveolata_NAPAv1___XP_020606278.1	104	25	yes	order	Scleractinia	59	25	42.37	61	1	5	55	1.63934	8.19672	90.1639	34	16	17	1	47.0588	50	2.94118	Dark-Restricted
OG0014464	25	20	359.68	Orbicella_faveolata_NAPAv1___XP_020621896.1	399	13	yes	order	Scleractinia	59	20	33.89	61	5	4	52	8.19672	6.55738	85.2459	39	38	1	0	97.4359	2.5641	0	Dark-Restricted
OG0014469	25	19	119.28	Montastrea_cavernosa_FGUSv2___18151-RA	121	24	yes	order	Scleractinia	59	19	32.2	61	6	6	49	9.83607	9.83607	80.3279	40	40	0	0	100	0	0	Dark-Restricted
OG0014637	24	23	93.38	Pocillopora_verrucosa_RSSAv1___g13576.t1	136	20	yes	order	Scleractinia	59	23	38.98	61	1	3	57	1.63934	4.91803	93.4426	36	17	16	3	47.2222	44.4444	8.33333	Dark-Restricted
OG0014796	24	14	173.67	Stylophora_pistillata_GAJOv1___11663	192	24	yes	order	Scleractinia	59	14	23.72	61	0	2	59	0	3.27869	96.7213	45	3	8	34	6.66667	17.7778	75.5556	Dark-Restricted
OG0014798	24	18	656.67	Montastrea_cavernosa_FGUSv2___12564-RA	1185	24	yes	order	Scleractinia	59	18	30.5	61	1	18	42	1.63934	29.5082	68.8525	41	4	37	0	9.7561	90.2439	0	Dark-Restricted
OG0014799	24	18	521.75	Pocillopora_verrucosa_RSSAv1___g8536.t1	811	24	yes	order	Scleractinia	59	18	30.5	61	6	49	6	9.83607	80.3279	9.83607	41	40	1	0	97.561	2.43902	0	Dark-Restricted
OG0014800	24	15	83.33	Pocillopora_verrucosa_RSSAv1___g5012.t2	85	15	yes	order	Scleractinia	59	15	25.42	61	0	6	55	0	9.83607	90.1639	44	6	38	0	13.6364	86.3636	0	Dark-Restricted
OG0014801	24	5	256.38	Goniastrea_aspera_REEFv1___m3.920.m1	373	18	yes	order	Scleractinia	59	5	8.47	61	0	61	0	0	100	0	54	9	45	0	16.6667	83.3333	0	Dark-Restricted
OG0014923	23	23	96.65	Porites_lobata_REEFv1___18157	105	23	yes	order	Scleractinia	59	23	38.98	61	1	4	56	1.63934	6.55738	91.8033	36	12	23	1	33.3333	63.8889	2.77778	Dark-Restricted
OG0014928	23	22	314.09	Pachyseris_speciosa_OIAUv0.12___0.1.m1.23737.m1	160	23	yes	order	Scleractinia	59	22	37.28	61	2	3	56	3.27869	4.91803	91.8033	37	18	18	1	48.6486	48.6486	2.7027	Dark-Restricted
OG0014937	23	23	91.74	Porites_australiensis_SLJPv1___s0010.g112.t1	73	23	yes	order	Scleractinia	59	23	38.98	61	2	10	49	3.27869	16.3934	80.3279	36	34	2	0	94.4444	5.55556	0	Dark-Restricted
OG0014939	23	23	88.43	Montastraea_cavernosa_REEFv1___8428	127	23	yes	order	Scleractinia	59	23	38.98	61	3	4	54	4.91803	6.55738	88.5246	36	29	7	0	80.5556	19.4444	0	Dark-Restricted
OG0015011	23	13	159.04	Porites_compressa_KBHIv1___RNAseq.g34061.t1	253	21	yes	order	Scleractinia	59	13	22.03	61	0	12	49	0	19.6721	80.3279	46	1	45	0	2.17391	97.8261	0	Dark-Restricted
OG0015216	23	9	157.78	Porites_rus_NAIDv1___33288_t	178	22	yes	order	Scleractinia	59	9	15.25	61	3	56	2	4.91803	91.8033	3.27869	50	48	2	0	96	4	0	Dark-Restricted
OG0015242	22	22	402.95	Astreopora_myriophthalma_SLJPv2___sc0000036.g0138.t1	506	21	yes	order	Scleractinia	59	22	37.28	61	6	2	53	9.83607	3.27869	86.8852	37	37	0	0	100	0	0	Dark-Restricted
OG0015244	22	22	170.68	Platygyra_sinensis_SDTHv1___evm.model.contig_45570.1	175	22	yes	order	Scleractinia	59	22	37.28	61	6	7	48	9.83607	11.4754	78.6885	37	37	0	0	100	0	0	Dark-Restricted
OG0015253	22	22	149.5	Porites_rus_NAIDv1___10474_t	158	21	yes	order	Scleractinia	59	22	37.28	61	0	6	55	0	9.83607	90.1639	37	11	26	0	29.7297	70.2703	0	Dark-Restricted
OG0015254	22	22	86.14	Galaxea_fascicularis_REEFv1___m1.17852.m1	121	22	yes	order	Scleractinia	59	22	37.28	61	5	5	51	8.19672	8.19672	83.6066	37	36	1	0	97.2973	2.7027	0	Dark-Restricted
OG0015261	22	22	346.91	Montipora_capitata_KBHIv3___RNAseq.g30073.t1a	370	20	yes	order	Scleractinia	59	22	37.28	61	6	6	49	9.83607	9.83607	80.3279	37	37	0	0	100	0	0	Dark-Restricted
OG0015262	22	22	117.59	Porites_compressa_KBHIv1___RNAseq.g595.t1	179	22	yes	order	Scleractinia	59	22	37.28	61	0	6	55	0	9.83607	90.1639	37	12	25	0	32.4324	67.5676	0	Dark-Restricted
OG0015264	22	21	88.91	Acropora_intermedia_SLJPv1___s0241.g16.t1	162	22	yes	order	Scleractinia	59	21	35.59	61	0	6	55	0	9.83607	90.1639	38	2	36	0	5.26316	94.7368	0	Dark-Restricted
OG0015269	22	21	142.68	Pachyseris_speciosa_OIAUv0.12___0.1.m1.62285.m1	153	22	yes	order	Scleractinia	59	21	35.59	61	2	4	55	3.27869	6.55738	90.1639	38	23	14	1	60.5263	36.8421	2.63158	Dark-Restricted
OG0015271	22	20	88.86	Stylophora_pistillata_GAJOv1___10494	99	20	yes	order	Scleractinia	59	20	33.89	61	1	5	55	1.63934	8.19672	90.1639	39	13	25	1	33.3333	64.1026	2.5641	Dark-Restricted
OG0015285	22	12	147.05	Porites_lutea_OIAUv1.1___m8.21979.m1	180	22	yes	order	Scleractinia	59	12	20.33	61	0	6	55	0	9.83607	90.1639	47	5	42	0	10.6383	89.3617	0	Dark-Restricted
OG0015350	22	19	101.68	Porites_lutea_OIAUv1.1___Sc0000132.34	86	21	yes	order	Scleractinia	59	19	32.2	61	1	5	55	1.63934	8.19672	90.1639	40	11	29	0	27.5	72.5	0	Dark-Restricted
OG0015434	22	16	492.95	Pocillopora_verrucosa_RSSAv1___novel_model_222_5de57afd	731	22	yes	order	Scleractinia	59	16	27.11	61	3	9	49	4.91803	14.7541	80.3279	43	34	9	0	79.0698	20.9302	0	Dark-Restricted
OG0015438	22	4	252.23	Platygyra_sinensis_SDTHv1___evm.model.contig_9786.7	373	22	yes	order	Scleractinia	59	4	6.77	61	0	61	0	0	100	0	55	9	46	0	16.3636	83.6364	0	Dark-Restricted
OG0015533	22	10	244.45	Pocillopora_damicornis_SIPAv1___00023538-RA	364	19	yes	order	Scleractinia	59	10	16.94	61	0	61	0	0	100	0	49	3	46	0	6.12245	93.8776	0	Dark-Restricted
