sequence_id	orthogroup_id	species_id	topAnnotation_sseqid	topAnnotation_evalue	topAnnotation_bitscore	topAnnotation_staxids	topAnnotation_title	topTaxon_sseqid	topTaxon_evalue	topTaxon_bitscore	topTaxon_staxids	topTaxon_title
Montipora_efflorescens_SLJPv2___sc0000065.g0071.t1	OG0009452	Montipora_efflorescens_SLJPv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Montipora_efflorescens_SLJPv2___sc0000065.g0072.t1	OG0009452	Montipora_efflorescens_SLJPv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orbicella_faveolata_NAPAv1___XP_020609521.1	OG0009452	Orbicella_faveolata_NAPAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orbicella_faveolata_NAPAv1___XP_020609560.1	OG0009452	Orbicella_faveolata_NAPAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orbicella_faveolata_NAPAv1___XP_020609589.1	OG0009452	Orbicella_faveolata_NAPAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orbicella_faveolata_NAPAv1___XP_020609590.1	OG0009452	Orbicella_faveolata_NAPAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orbicella_faveolata_NAPAv1___XP_020609607.1	OG0009452	Orbicella_faveolata_NAPAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orbicella_faveolata_NAPAv1___XP_020609608.1	OG0009452	Orbicella_faveolata_NAPAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pachyseris_speciosa_OIAUv0.12___0.1.m1.25021.m1	OG0009452	Pachyseris_speciosa_OIAUv0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pachyseris_speciosa_OIAUv0.12___0.1.m1.25043.m1	OG0009452	Pachyseris_speciosa_OIAUv0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pachyseris_speciosa_OIAUv0.12___0.1.m1.25048.m1	OG0009452	Pachyseris_speciosa_OIAUv0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Platygyra_sinensis_SDTHv1___evm.model.contig_44121.2	OG0009452	Platygyra_sinensis_SDTHv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Platygyra_sinensis_SDTHv1___evm.model.contig_83259.1	OG0009452	Platygyra_sinensis_SDTHv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_acuta_KBHIv2___RNAseq.g5268.t1	OG0009452	Pocillopora_acuta_KBHIv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_acuta_KBHIv2___RNAseq.g5274.t1	OG0009452	Pocillopora_acuta_KBHIv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_acuta_KBHIv2___RNAseq.g5276.t1	OG0009452	Pocillopora_acuta_KBHIv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_acuta_KBHIv2___TS.g14838.t1	OG0009452	Pocillopora_acuta_KBHIv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_acuta_KBHIv2___TS.g24017.t1	OG0009452	Pocillopora_acuta_KBHIv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_acuta_LBIDv1___TCONS_00050166.p1	OG0009452	Pocillopora_acuta_LBIDv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_cf_effusa_NAPFv3___00001048	OG0009452	Pocillopora_cf_effusa_NAPFv3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_cf_effusa_NAPFv3___00001049	OG0009452	Pocillopora_cf_effusa_NAPFv3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_cf_effusa_NAPFv3___00001051	OG0009452	Pocillopora_cf_effusa_NAPFv3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_damicornis_SIPAv1___00011841-RA	OG0009452	Pocillopora_damicornis_SIPAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_damicornis_XSCSv1___transcript_HQ_P2_transcript13655_f4p0_2125_m.163	OG0009452	Pocillopora_damicornis_XSCSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_damicornis_XSCSv1___transcript_HQ_P2_transcript8067_f12p0_2726_m.1020	OG0009452	Pocillopora_damicornis_XSCSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_damicornis_XSCSv1___transcript_HQ_P2_transcript8401_f9p0_2720_m.989	OG0009452	Pocillopora_damicornis_XSCSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_meandrina_KBHIv1___RNAseq.g27477.t1	OG0009452	Pocillopora_meandrina_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_meandrina_KBHIv1___RNAseq.g27480.t1	OG0009452	Pocillopora_meandrina_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_meandrina_KBHIv1___RNAseq.g27481.t1	OG0009452	Pocillopora_meandrina_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_meandrina_KBHIv1___RNAseq.g27482.t1	OG0009452	Pocillopora_meandrina_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_meandrina_KBHIv1___RNAseq.g27487.t1	OG0009452	Pocillopora_meandrina_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_meandrina_KBHIv1___RNAseq.g27491.t2	OG0009452	Pocillopora_meandrina_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_verrucosa_RSSAv1___g26523.t1	OG0009452	Pocillopora_verrucosa_RSSAv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript7957_f4p0_2112_m.763	OG0009452	Pocillopora_verrucosa_XSCSv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_australiensis_SLJPv1___s0255.g26.t1	OG0009452	Porites_australiensis_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_australiensis_SLJPv1___s0255.g29.t1	OG0009452	Porites_australiensis_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_australiensis_SLJPv1___s1181.g1.t1	OG0009452	Porites_australiensis_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_australiensis_SLJPv1___s1181.g4.t1	OG0009452	Porites_australiensis_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_compressa_KBHIv1___RNAseq.g33498.t1	OG0009452	Porites_compressa_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_compressa_KBHIv1___RNAseq.g33499.t1	OG0009452	Porites_compressa_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_compressa_KBHIv1___RNAseq.g33500.t1	OG0009452	Porites_compressa_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_compressa_KBHIv1___RNAseq.g33501.t1	OG0009452	Porites_compressa_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_compressa_KBHIv1___RNAseq.g33507.t2	OG0009452	Porites_compressa_KBHIv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_evermanni_NAPFv1___00039011	OG0009452	Porites_evermanni_NAPFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_evermanni_NAPFv1___00039219	OG0009452	Porites_evermanni_NAPFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lobata_NAPFv3___00021084	OG0009452	Porites_lobata_NAPFv3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lobata_NAPFv3___00021088	OG0009452	Porites_lobata_NAPFv3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lobata_REEFv1___185	OG0009452	Porites_lobata_REEFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lobata_REEFv1___2535	OG0009452	Porites_lobata_REEFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lobata_REEFv1___25542	OG0009452	Porites_lobata_REEFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_lutea_OIAUv1.1___m8.33011.m1	OG0009452	Porites_lutea_OIAUv1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_rus_NAIDv1___17877_t	OG0009452	Porites_rus_NAIDv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Porites_rus_NAIDv1___17882_t	OG0009452	Porites_rus_NAIDv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seriatopora_hystrix_REEFv1___17408	OG0009452	Seriatopora_hystrix_REEFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seriatopora_hystrix_REEFv1___90719	OG0009452	Seriatopora_hystrix_REEFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seriatopora_hystrix_REEFv1___99957	OG0009452	Seriatopora_hystrix_REEFv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___2899	OG0009452	Stylophora_pistillata_GAJOv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stylophora_pistillata_GAJOv1___2900	OG0009452	Stylophora_pistillata_GAJOv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_acuminata_SLJPv1___s0090.g23.t1	OG0009748	Acropora_acuminata_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_awi_SLJPv1___s0102.g47.t1	OG0009748	Acropora_awi_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_cytherea_SLJPv1___s0146.g11.t1	OG0009748	Acropora_cytherea_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_digitifera_SLJPv2___s0134.g45.t1	OG0009748	Acropora_digitifera_SLJPv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_echinata_SLJPv1___s0069.g12.t1	OG0009748	Acropora_echinata_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_echinata_SLJPv1___s0069.g13.t1	OG0009748	Acropora_echinata_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_gemmifera_SLJPv1___s0010.g94.t1	OG0009748	Acropora_gemmifera_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_hyacinthus_SLJPv1___s0067.g46.t1	OG0009748	Acropora_hyacinthus_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_intermedia_SLJPv1___s0458.g11.t1	OG0009748	Acropora_intermedia_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_microphthalma_SLJPv1___s0101.g68.t1	OG0009748	Acropora_microphthalma_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_muricata_SLJPv1___s0239.g16.t1	OG0009748	Acropora_muricata_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_nasuta_SLJPv1___s0248.g22.t1	OG0009748	Acropora_nasuta_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_selago_SLJPv1___s0268.g18.t1	OG0009748	Acropora_selago_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_selago_SLJPv1___s3532.g1.t1	OG0009748	Acropora_selago_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_tenuis_SLJPv1___s0118.g46.t1	OG0009748	Acropora_tenuis_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acropora_yongei_SLJPv1___s0250.g12.t1	OG0009748	Acropora_yongei_SLJPv1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astreopora_myriophthalma_SLJPv2___sc0000061.g0022.t1	OG0009748	Astreopora_myriophthalma_SLJPv2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
