orthogroup_id	species_id	sequence_id
OG0009575	Amplexidiscus_fenestrafer_MSMEv1	Amplexidiscus_fenestrafer_MSMEv1___evm.model.scaffold_2.108
OG0009575	Anthopleura_elegantissima_REEFv1	Anthopleura_elegantissima_REEFv1___42486
OG0009575	Astreopora_myriophthalma_SLJPv2	Astreopora_myriophthalma_SLJPv2___sc0000005.g0320.t1
OG0009575	Astreopora_sp_REEFv1	Astreopora_sp_REEFv1___2508
OG0009575	Corynactis_australis_JBAUv1	Corynactis_australis_JBAUv1___GELM01063486.1.p1
OG0009575	Ctenactis_echinata_NAJPv1	Ctenactis_echinata_NAJPv1___GDZV01003328.1.p1
OG0009575	Dipsastraea_lizardensis_NAJPv1	Dipsastraea_lizardensis_NAJPv1___GDZU01038637.1.p1
OG0009575	Discosoma_sp_MSMEv1	Discosoma_sp_MSMEv1___evm.model.scaffold_23.73
OG0009575	Discosoma_sp_MSMEv1	Discosoma_sp_MSMEv1___evm.model.scaffold_23.74
OG0009575	Exaiptasia_diaphana_CC7v1	Exaiptasia_diaphana_CC7v1___AIPGENE16639
OG0009575	Favia_sp_REEFv1	Favia_sp_REEFv1___53645
OG0009575	Fungia_scutaria_REEFv1	Fungia_scutaria_REEFv1___75463
OG0009575	Fungia_spp_REEFv1	Fungia_spp_REEFv1___m4.9809.m1
OG0009575	Galaxea_fascicularis_REEFv1	Galaxea_fascicularis_REEFv1___m1.13922.m1
OG0009575	Goniastrea_aspera_REEFv1	Goniastrea_aspera_REEFv1___m3.12595.m1
OG0009575	Madracis_auretenra_REEFv1	Madracis_auretenra_REEFv1___56342
OG0009575	Montastraea_cavernosa_REEFv1	Montastraea_cavernosa_REEFv1___71176
OG0009575	Montastrea_cavernosa_FGUSv2	Montastrea_cavernosa_FGUSv2___02543-RA
OG0009575	Montipora_cactus_SLJPv2	Montipora_cactus_SLJPv2___sc0000540.g0008.t1
OG0009575	Montipora_capitata_KBHIv3	Montipora_capitata_KBHIv3___RNAseq.g26182.t1
OG0009575	Montipora_capitata_WTHIv1.1	Montipora_capitata_WTHIv1.1___g12303.t1
OG0009575	Montipora_efflorescens_SLJPv2	Montipora_efflorescens_SLJPv2___sc0000443.g0006.t1
OG0009575	Nematostella_vectensis_RRUSv1	Nematostella_vectensis_RRUSv1___NVEC200_008196_1.1
OG0009575	Orbicella_faveolata_NAPAv1	Orbicella_faveolata_NAPAv1___XP_020631973.1
OG0009575	Pachyseris_speciosa_OIAUv0.12	Pachyseris_speciosa_OIAUv0.12___0.1.m1.31118.m1
OG0009575	Pachyseris_speciosa_OIAUv0.12	Pachyseris_speciosa_OIAUv0.12___0.1.m1.51401.m1
OG0009575	Palythoa_variabilis_PCBRv1	Palythoa_variabilis_PCBRv1___GCVI01016313.1.p1
OG0009575	Palythoa_variabilis_PCBRv1	Palythoa_variabilis_PCBRv1___GCVI01016314.1.p1
OG0009575	Platygyra_carnosus_REEFv1	Platygyra_carnosus_REEFv1___23905
OG0009575	Platygyra_sinensis_SDTHv1	Platygyra_sinensis_SDTHv1___evm.model.contig_25202.5
OG0009575	Pocillopora_acuta_KBHIv2	Pocillopora_acuta_KBHIv2___RNAseq.g29789.t1
OG0009575	Pocillopora_acuta_LBIDv1	Pocillopora_acuta_LBIDv1___TCONS_00049556.p1
OG0009575	Pocillopora_cf_effusa_NAPFv3	Pocillopora_cf_effusa_NAPFv3___00012066
OG0009575	Pocillopora_damicornis_SIPAv1	Pocillopora_damicornis_SIPAv1___00013066-RA
OG0009575	Pocillopora_damicornis_XSCSv1	Pocillopora_damicornis_XSCSv1___transcript_HQ_P2_transcript11117_f25p0_2376_m.1039
OG0009575	Pocillopora_meandrina_KBHIv1	Pocillopora_meandrina_KBHIv1___RNAseq.g18523.t1
OG0009575	Pocillopora_verrucosa_RSSAv1	Pocillopora_verrucosa_RSSAv1___g7340.t1
OG0009575	Pocillopora_verrucosa_XSCSv1	Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript6255_f2p0_2327_m.373
OG0009575	Porites_astreoides_BBBMv1	Porites_astreoides_BBBMv1___20595-RA
OG0009575	Porites_australiensis_SLJPv1	Porites_australiensis_SLJPv1___s0079.g37.t1
OG0009575	Porites_compressa_KBHIv1	Porites_compressa_KBHIv1___RNAseq.g16079.t1
OG0009575	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00017998
OG0009575	Porites_lobata_NAPFv3	Porites_lobata_NAPFv3___00042997
OG0009575	Porites_lutea_OIAUv1.1	Porites_lutea_OIAUv1.1___m8.5283.m1
OG0009575	Porites_rus_NAIDv1	Porites_rus_NAIDv1___38475_t
OG0009575	Pseudodiploria_strigosa_REEFv1	Pseudodiploria_strigosa_REEFv1___20416
OG0009575	Rhodactis_indosinensis_NATWv1	Rhodactis_indosinensis_NATWv1___GELO01054321.1.p1
OG0009575	Ricordea_yuma_NAAUv1	Ricordea_yuma_NAAUv1___GELN01019274.1.p1
OG0009575	Scolanthus_callimorphus_CRFRv1	Scolanthus_callimorphus_CRFRv1___1115.1
OG0009575	Seriatopora_hystrix_REEFv1	Seriatopora_hystrix_REEFv1___89816
OG0009575	Seriatopora_hystrix_REEFv1	Seriatopora_hystrix_REEFv1___89817
OG0009575	Stylophora_pistillata_GAJOv1	Stylophora_pistillata_GAJOv1___765
OG0009907	Acropora_acuminata_SLJPv1	Acropora_acuminata_SLJPv1___s0027.g152.t1
OG0009907	Acropora_awi_SLJPv1	Acropora_awi_SLJPv1___s0004.g28.t1
OG0009907	Acropora_cytherea_SLJPv1	Acropora_cytherea_SLJPv1___s0168.g17.t1
OG0009907	Acropora_digitifera_SLJPv2	Acropora_digitifera_SLJPv2___s0075.g140.t1
OG0009907	Acropora_echinata_SLJPv1	Acropora_echinata_SLJPv1___s0001.g312.t1
OG0009907	Acropora_florida_SLJPv1	Acropora_florida_SLJPv1___s0049.g3.t1
OG0009907	Acropora_gemmifera_SLJPv1	Acropora_gemmifera_SLJPv1___s0047.g89.t1
OG0009907	Acropora_hyacinthus_NANAv1	Acropora_hyacinthus_NANAv1___isotig12161
OG0009907	Acropora_hyacinthus_SLJPv1	Acropora_hyacinthus_SLJPv1___s0320.g3.t1
OG0009907	Acropora_intermedia_SLJPv1	Acropora_intermedia_SLJPv1___s0003.g87.t1
OG0009907	Acropora_microphthalma_SLJPv1	Acropora_microphthalma_SLJPv1___s0140.g3.t1
OG0009907	Acropora_millepora_JSIDv2.1	Acropora_millepora_JSIDv2.1___XP_029211668.2
OG0009907	Acropora_muricata_SLJPv1	Acropora_muricata_SLJPv1___s0075.g17.t1
OG0009907	Acropora_nasuta_SLJPv1	Acropora_nasuta_SLJPv1___s0056.g110.t1
OG0009907	Acropora_selago_SLJPv1	Acropora_selago_SLJPv1___s0040.g42.t1
OG0009907	Acropora_tenuis_SLJPv1	Acropora_tenuis_SLJPv1___s0112.g11.t1
OG0009907	Acropora_yongei_SLJPv1	Acropora_yongei_SLJPv1___s0020.g206.t1
OG0009907	Actinia_equina_RHUKv1	Actinia_equina_RHUKv1___evm.utg1919.97
OG0009907	Actinia_equina_RHUKv1	Actinia_equina_RHUKv1___evm.utg861.126
OG0009907	Astreopora_myriophthalma_SLJPv2	Astreopora_myriophthalma_SLJPv2___sc0000172.g0034.t1
OG0009907	Astreopora_sp_REEFv1	Astreopora_sp_REEFv1___15926
OG0009907	Corynactis_australis_JBAUv1	Corynactis_australis_JBAUv1___GELM01049908.1.p1
OG0009907	Ctenactis_echinata_NAJPv1	Ctenactis_echinata_NAJPv1___GDZV01026103.1.p1
OG0009907	Ctenactis_echinata_NAJPv1	Ctenactis_echinata_NAJPv1___GDZV01026104.1.p1
OG0009907	Dipsastraea_lizardensis_NAJPv1	Dipsastraea_lizardensis_NAJPv1___GDZU01027555.1.p1
OG0009907	Discosoma_sp_MSMEv1	Discosoma_sp_MSMEv1___evm.model.scaffold_93.24
OG0009907	Exaiptasia_diaphana_CC7v1	Exaiptasia_diaphana_CC7v1___AIPGENE3147
OG0009907	Favia_sp_REEFv1	Favia_sp_REEFv1___18047
OG0009907	Fungia_scutaria_REEFv1	Fungia_scutaria_REEFv1___13664
OG0009907	Fungia_scutaria_REEFv1	Fungia_scutaria_REEFv1___69034
OG0009907	Madracis_auretenra_REEFv1	Madracis_auretenra_REEFv1___40886
OG0009907	Madracis_auretenra_REEFv1	Madracis_auretenra_REEFv1___51750
OG0009907	Montastraea_cavernosa_REEFv1	Montastraea_cavernosa_REEFv1___34993
OG0009907	Montastraea_cavernosa_REEFv1	Montastraea_cavernosa_REEFv1___58057
OG0009907	Montastraea_cavernosa_REEFv1	Montastraea_cavernosa_REEFv1___90494
OG0009907	Montastrea_cavernosa_FGUSv2	Montastrea_cavernosa_FGUSv2___01567-RA
OG0009907	Montipora_aequituberculata_NANAv1	Montipora_aequituberculata_NANAv1___comp22993_c0_seq1
OG0009907	Montipora_cactus_SLJPv2	Montipora_cactus_SLJPv2___sc0000233.g0003.t1
OG0009907	Montipora_capitata_KBHIv3	Montipora_capitata_KBHIv3___RNAseq.g15060.t1
OG0009907	Montipora_capitata_WTHIv1.1	Montipora_capitata_WTHIv1.1___g8231.t1
OG0009907	Montipora_efflorescens_SLJPv2	Montipora_efflorescens_SLJPv2___sc0000306.g0035.t1
OG0009907	Nematostella_vectensis_RRUSv1	Nematostella_vectensis_RRUSv1___NVEC200_007183_1.1
OG0009907	Orbicella_faveolata_NAPAv1	Orbicella_faveolata_NAPAv1___XP_020618226.1
OG0009907	Palythoa_variabilis_PCBRv1	Palythoa_variabilis_PCBRv1___GCVI01083321.1.p1
OG0009907	Platygyra_sinensis_SDTHv1	Platygyra_sinensis_SDTHv1___evm.model.contig_39508.6
OG0009907	Pocillopora_acuta_KBHIv2	Pocillopora_acuta_KBHIv2___RNAseq.g13966.t1
OG0009907	Pocillopora_acuta_LBIDv1	Pocillopora_acuta_LBIDv1___TCONS_00016403.p1
OG0009907	Pocillopora_cf_effusa_NAPFv3	Pocillopora_cf_effusa_NAPFv3___00031084
OG0009907	Pocillopora_damicornis_SIPAv1	Pocillopora_damicornis_SIPAv1___00018767-RA
OG0009907	Pocillopora_meandrina_KBHIv1	Pocillopora_meandrina_KBHIv1___RNAseq.g17879.t1
OG0009907	Pocillopora_verrucosa_RSSAv1	Pocillopora_verrucosa_RSSAv1___novel_model_605_5de57afd
OG0009907	Porites_australiensis_SLJPv1	Porites_australiensis_SLJPv1___s0451.g7.t1
OG0009907	Porites_australiensis_SLJPv1	Porites_australiensis_SLJPv1___s1254.g2.t1
OG0009907	Porites_compressa_KBHIv1	Porites_compressa_KBHIv1___TS.g39800.t1
OG0009907	Porites_compressa_KBHIv1	Porites_compressa_KBHIv1___TS.g39803.t1
OG0009907	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00019079
OG0009907	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00019080
OG0009907	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00022349
OG0009907	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00037119
OG0009907	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00037867
OG0009907	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00037872
OG0009907	Porites_lobata_NAPFv3	Porites_lobata_NAPFv3___00039043
OG0009907	Porites_rus_NAIDv1	Porites_rus_NAIDv1___33046_t
OG0009907	Porites_rus_NAIDv1	Porites_rus_NAIDv1___37503_t
OG0009907	Pseudodiploria_strigosa_REEFv1	Pseudodiploria_strigosa_REEFv1___4443
OG0009907	Stylophora_pistillata_GAJOv1	Stylophora_pistillata_GAJOv1___19267
OG0010107	Acropora_acuminata_SLJPv1	Acropora_acuminata_SLJPv1___s0206.g34.t1
OG0010107	Acropora_awi_SLJPv1	Acropora_awi_SLJPv1___s0271.g14.t1
OG0010107	Acropora_cytherea_SLJPv1	Acropora_cytherea_SLJPv1___s0253.g12.t1
OG0010107	Acropora_digitifera_SLJPv2	Acropora_digitifera_SLJPv2___s0181.g66.t1
OG0010107	Acropora_echinata_SLJPv1	Acropora_echinata_SLJPv1___s0114.g28.t1
OG0010107	Acropora_florida_SLJPv1	Acropora_florida_SLJPv1___s0091.g28.t1
OG0010107	Acropora_gemmifera_SLJPv1	Acropora_gemmifera_SLJPv1___s0255.g24.t1
OG0010107	Acropora_hyacinthus_SLJPv1	Acropora_hyacinthus_SLJPv1___s0021.g99.t1
OG0010107	Acropora_intermedia_SLJPv1	Acropora_intermedia_SLJPv1___s0244.g7.t1
OG0010107	Acropora_millepora_JSIDv2.1	Acropora_millepora_JSIDv2.1___XP_029185506.2
OG0010107	Acropora_muricata_SLJPv1	Acropora_muricata_SLJPv1___s0274.g30.t1
OG0010107	Acropora_muricata_XSCSv1	Acropora_muricata_XSCSv1___transcript_HQ_E2_1_transcript20601_f5p0_1361_m.498
OG0010107	Acropora_nasuta_SLJPv1	Acropora_nasuta_SLJPv1___s0187.g4.t1
OG0010107	Acropora_selago_SLJPv1	Acropora_selago_SLJPv1___s0018.g9.t1
OG0010107	Acropora_tenuis_SLJPv1	Acropora_tenuis_SLJPv1___s0056.g88.t1
OG0010107	Acropora_tenuis_SLJPv1	Acropora_tenuis_SLJPv1___s0188.g7.t1
OG0010107	Acropora_yongei_SLJPv1	Acropora_yongei_SLJPv1___s0046.g141.t1
OG0010107	Acropora_yongei_SLJPv1	Acropora_yongei_SLJPv1___s0122.g19.t1
OG0010107	Actinia_equina_RHUKv1	Actinia_equina_RHUKv1___evm.utg3019.44
OG0010107	Amplexidiscus_fenestrafer_MSMEv1	Amplexidiscus_fenestrafer_MSMEv1___evm.model.scaffold_206.20
OG0010107	Anthopleura_elegantissima_REEFv1	Anthopleura_elegantissima_REEFv1___65904
OG0010107	Astreopora_myriophthalma_SLJPv2	Astreopora_myriophthalma_SLJPv2___sc0000167.g0007.t1
OG0010107	Astreopora_sp_REEFv1	Astreopora_sp_REEFv1___19374
OG0010107	Corynactis_australis_JBAUv1	Corynactis_australis_JBAUv1___GELM01065726.1.p1
OG0010107	Discosoma_sp_MSMEv1	Discosoma_sp_MSMEv1___evm.model.scaffold_6.51
OG0010107	Fungia_scutaria_REEFv1	Fungia_scutaria_REEFv1___48719
OG0010107	Fungia_spp_REEFv1	Fungia_spp_REEFv1___m2b.42621.m1
OG0010107	Goniastrea_aspera_REEFv1	Goniastrea_aspera_REEFv1___m1b.8605.m1
OG0010107	Madracis_auretenra_REEFv1	Madracis_auretenra_REEFv1___36188
OG0010107	Montastrea_cavernosa_FGUSv2	Montastrea_cavernosa_FGUSv2___26203-RA
OG0010107	Montipora_cactus_SLJPv2	Montipora_cactus_SLJPv2___sc0000361.g0040.t1
OG0010107	Montipora_capitata_KBHIv3	Montipora_capitata_KBHIv3___RNAseq.g15717.t1
OG0010107	Montipora_capitata_WTHIv1.1	Montipora_capitata_WTHIv1.1___g9904.t1
OG0010107	Montipora_efflorescens_SLJPv2	Montipora_efflorescens_SLJPv2___sc0000116.g0058.t1
OG0010107	Montipora_foliosa_XSCSv1	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript12722_f4p0_1191_m.48
OG0010107	Montipora_foliosa_XSCSv1	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript13470_f3p0_1170_m.863
OG0010107	Nematostella_vectensis_RRUSv1	Nematostella_vectensis_RRUSv1___NVEC200_003357_1.1
OG0010107	Orbicella_faveolata_NAPAv1	Orbicella_faveolata_NAPAv1___XP_020605959.1
OG0010107	Palythoa_variabilis_PCBRv1	Palythoa_variabilis_PCBRv1___GCVI01006078.1.p1
OG0010107	Palythoa_variabilis_PCBRv1	Palythoa_variabilis_PCBRv1___GCVI01006079.1.p1
OG0010107	Platygyra_sinensis_SDTHv1	Platygyra_sinensis_SDTHv1___evm.model.contig_31604.4
OG0010107	Pocillopora_acuta_KBHIv2	Pocillopora_acuta_KBHIv2___RNAseq.g23874.t1
OG0010107	Pocillopora_acuta_LBIDv1	Pocillopora_acuta_LBIDv1___TCONS_00049445.p1
OG0010107	Pocillopora_cf_effusa_NAPFv3	Pocillopora_cf_effusa_NAPFv3___00027941
OG0010107	Pocillopora_damicornis_SIPAv1	Pocillopora_damicornis_SIPAv1___00006183-RA
OG0010107	Pocillopora_damicornis_XSCSv1	Pocillopora_damicornis_XSCSv1___transcript_HQ_P2_transcript17333_f2p0_1639_m.1341
OG0010107	Pocillopora_meandrina_KBHIv1	Pocillopora_meandrina_KBHIv1___TS.g119.t1
OG0010107	Pocillopora_verrucosa_RSSAv1	Pocillopora_verrucosa_RSSAv1___g2571.t1
OG0010107	Pocillopora_verrucosa_XSCSv1	Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript14124_f2p0_1631_m.363
OG0010107	Pocillopora_verrucosa_XSCSv1	Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript15173_f2p0_1562_m.799
OG0010107	Porites_australiensis_SLJPv1	Porites_australiensis_SLJPv1___s0057.g49.t1
OG0010107	Porites_compressa_KBHIv1	Porites_compressa_KBHIv1___RNAseq.g5889.t1
OG0010107	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00019395
OG0010107	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00028405
OG0010107	Porites_lobata_NAPFv3	Porites_lobata_NAPFv3___00026036
OG0010107	Porites_lobata_REEFv1	Porites_lobata_REEFv1___20053
OG0010107	Porites_rus_NAIDv1	Porites_rus_NAIDv1___14092_t
OG0010107	Pseudodiploria_strigosa_REEFv1	Pseudodiploria_strigosa_REEFv1___741
OG0010107	Rhodactis_indosinensis_NATWv1	Rhodactis_indosinensis_NATWv1___GELO01052202.1.p1
OG0010107	Ricordea_yuma_NAAUv1	Ricordea_yuma_NAAUv1___GELN01039664.1.p1
OG0010107	Seriatopora_hystrix_REEFv1	Seriatopora_hystrix_REEFv1___38051
OG0010107	Seriatopora_hystrix_REEFv1	Seriatopora_hystrix_REEFv1___96634
OG0010107	Stylophora_pistillata_GAJOv1	Stylophora_pistillata_GAJOv1___18650
OG0010838	Acropora_acuminata_SLJPv1	Acropora_acuminata_SLJPv1___s0439.g2.t1
OG0010838	Acropora_awi_SLJPv1	Acropora_awi_SLJPv1___s0020.g14.t1
OG0010838	Acropora_cytherea_SLJPv1	Acropora_cytherea_SLJPv1___s0449.g1.t1
OG0010838	Acropora_digitifera_SLJPv2	Acropora_digitifera_SLJPv2___s0018.g16.t1
OG0010838	Acropora_echinata_SLJPv1	Acropora_echinata_SLJPv1___s0054.g118.t1
OG0010838	Acropora_florida_SLJPv1	Acropora_florida_SLJPv1___s0019.g48.t1
OG0010838	Acropora_gemmifera_SLJPv1	Acropora_gemmifera_SLJPv1___s0036.g2.t1
OG0010838	Acropora_hyacinthus_SLJPv1	Acropora_hyacinthus_SLJPv1___s0080.g75.t1
OG0010838	Acropora_intermedia_SLJPv1	Acropora_intermedia_SLJPv1___s0417.g1.t1
OG0010838	Acropora_microphthalma_SLJPv1	Acropora_microphthalma_SLJPv1___s0265.g17.t1
OG0010838	Acropora_millepora_JSIDv2.1	Acropora_millepora_JSIDv2.1___XP_029206835.2
OG0010838	Acropora_muricata_SLJPv1	Acropora_muricata_SLJPv1___s0582.g17.t1
OG0010838	Acropora_muricata_XSCSv1	Acropora_muricata_XSCSv1___transcript_HQ_E2_1_transcript21289_f2p0_1295_m.693
OG0010838	Acropora_nasuta_SLJPv1	Acropora_nasuta_SLJPv1___s0218.g23.t1
OG0010838	Acropora_selago_SLJPv1	Acropora_selago_SLJPv1___s0545.g1.t1
OG0010838	Acropora_tenuis_SLJPv1	Acropora_tenuis_SLJPv1___s0297.g1.t1
OG0010838	Acropora_yongei_SLJPv1	Acropora_yongei_SLJPv1___s0069.g124.t1
OG0010838	Actinia_equina_RHUKv1	Actinia_equina_RHUKv1___evm.utg45299.5
OG0010838	Actinia_equina_RHUKv1	Actinia_equina_RHUKv1___evm.utg761.6
OG0010838	Amplexidiscus_fenestrafer_MSMEv1	Amplexidiscus_fenestrafer_MSMEv1___evm.model.scaffold_32.19
OG0010838	Astreopora_myriophthalma_SLJPv2	Astreopora_myriophthalma_SLJPv2___sc0000093.g0032.t1
OG0010838	Corynactis_australis_JBAUv1	Corynactis_australis_JBAUv1___GELM01065814.1.p1
OG0010838	Dipsastraea_lizardensis_NAJPv1	Dipsastraea_lizardensis_NAJPv1___GDZU01006768.1.p1
OG0010838	Exaiptasia_diaphana_CC7v1	Exaiptasia_diaphana_CC7v1___AIPGENE15470
OG0010838	Fungia_scutaria_REEFv1	Fungia_scutaria_REEFv1___25061
OG0010838	Fungia_spp_REEFv1	Fungia_spp_REEFv1___m4.29858.m1
OG0010838	Goniastrea_aspera_REEFv1	Goniastrea_aspera_REEFv1___m1b.42281.m1
OG0010838	Madracis_auretenra_REEFv1	Madracis_auretenra_REEFv1___25596
OG0010838	Montastraea_cavernosa_REEFv1	Montastraea_cavernosa_REEFv1___50829
OG0010838	Montastrea_cavernosa_FGUSv2	Montastrea_cavernosa_FGUSv2___10908-RA
OG0010838	Montipora_cactus_SLJPv2	Montipora_cactus_SLJPv2___sc0000084.g0054.t1
OG0010838	Montipora_capitata_KBHIv3	Montipora_capitata_KBHIv3___RNAseq.11214_t
OG0010838	Montipora_capitata_WTHIv1.1	Montipora_capitata_WTHIv1.1___g11507.t1
OG0010838	Montipora_efflorescens_SLJPv2	Montipora_efflorescens_SLJPv2___sc0000235.g0036.t1
OG0010838	Pachyseris_speciosa_OIAUv0.12	Pachyseris_speciosa_OIAUv0.12___0.1.m1.32020.m1
OG0010838	Platygyra_sinensis_SDTHv1	Platygyra_sinensis_SDTHv1___evm.model.contig_33013.7
OG0010838	Pocillopora_acuta_KBHIv2	Pocillopora_acuta_KBHIv2___RNAseq.g3894.t1
OG0010838	Pocillopora_acuta_LBIDv1	Pocillopora_acuta_LBIDv1___TCONS_00058348.p1
OG0010838	Pocillopora_cf_effusa_NAPFv3	Pocillopora_cf_effusa_NAPFv3___00033472
OG0010838	Pocillopora_damicornis_SIPAv1	Pocillopora_damicornis_SIPAv1___00001641-RA
OG0010838	Pocillopora_meandrina_KBHIv1	Pocillopora_meandrina_KBHIv1___TS.g29917.t1
OG0010838	Pocillopora_verrucosa_RSSAv1	Pocillopora_verrucosa_RSSAv1___g13950.t1
OG0010838	Porites_astreoides_BBBMv1	Porites_astreoides_BBBMv1___39262-RA
OG0010838	Porites_australiensis_SLJPv1	Porites_australiensis_SLJPv1___s0042.g60.t1
OG0010838	Porites_compressa_KBHIv1	Porites_compressa_KBHIv1___RNAseq.g21890.t1
OG0010838	Porites_evermanni_NAPFv1	Porites_evermanni_NAPFv1___00016932
OG0010838	Porites_lobata_NAPFv3	Porites_lobata_NAPFv3___00046584
OG0010838	Porites_lutea_OIAUv1.1	Porites_lutea_OIAUv1.1___m8.3419.m1
OG0010838	Porites_rus_NAIDv1	Porites_rus_NAIDv1___4099_t
OG0010838	Rhodactis_indosinensis_NATWv1	Rhodactis_indosinensis_NATWv1___GELO01053805.1.p1
OG0010838	Scolanthus_callimorphus_CRFRv1	Scolanthus_callimorphus_CRFRv1___44128.1
OG0010838	Seriatopora_hystrix_REEFv1	Seriatopora_hystrix_REEFv1___13518
OG0010913	Acropora_acuminata_SLJPv1	Acropora_acuminata_SLJPv1___s0011.g110.t1
OG0010913	Acropora_awi_SLJPv1	Acropora_awi_SLJPv1___s0003.g219.t1
OG0010913	Acropora_cytherea_SLJPv1	Acropora_cytherea_SLJPv1___s0040.g85.t1
OG0010913	Acropora_digitifera_SLJPv2	Acropora_digitifera_SLJPv2___s0084.g66.t1
OG0010913	Acropora_echinata_SLJPv1	Acropora_echinata_SLJPv1___s0099.g28.t1
OG0010913	Acropora_florida_SLJPv1	Acropora_florida_SLJPv1___s0621.g7.t2
OG0010913	Acropora_gemmifera_SLJPv1	Acropora_gemmifera_SLJPv1___s0021.g38.t1
OG0010913	Acropora_hyacinthus_SLJPv1	Acropora_hyacinthus_SLJPv1___s0040.g29.t1
OG0010913	Acropora_intermedia_SLJPv1	Acropora_intermedia_SLJPv1___s0464.g7.t1
OG0010913	Acropora_microphthalma_SLJPv1	Acropora_microphthalma_SLJPv1___s0046.g27.t1
OG0010913	Acropora_millepora_JSIDv2.1	Acropora_millepora_JSIDv2.1___XP_029210361.2
OG0010913	Acropora_muricata_SLJPv1	Acropora_muricata_SLJPv1___s0248.g34.t1
OG0010913	Acropora_nasuta_SLJPv1	Acropora_nasuta_SLJPv1___s0061.g33.t1
OG0010913	Acropora_selago_SLJPv1	Acropora_selago_SLJPv1___s0474.g8.t1
OG0010913	Acropora_tenuis_SLJPv1	Acropora_tenuis_SLJPv1___s0143.g55.t1
OG0010913	Acropora_yongei_SLJPv1	Acropora_yongei_SLJPv1___s0032.g102.t1
OG0010913	Actinia_equina_RHUKv1	Actinia_equina_RHUKv1___evm.utg6078.51
OG0010913	Anthopleura_elegantissima_REEFv1	Anthopleura_elegantissima_REEFv1___45244
OG0010913	Astreopora_myriophthalma_SLJPv2	Astreopora_myriophthalma_SLJPv2___sc0000014.g0150.t1
OG0010913	Astreopora_sp_REEFv1	Astreopora_sp_REEFv1___32305
OG0010913	Corynactis_australis_JBAUv1	Corynactis_australis_JBAUv1___GELM01056155.1.p1
OG0010913	Exaiptasia_diaphana_CC7v1	Exaiptasia_diaphana_CC7v1___AIPGENE9981
OG0010913	Fungia_spp_REEFv1	Fungia_spp_REEFv1___m2b.16109.m1
OG0010913	Goniastrea_aspera_REEFv1	Goniastrea_aspera_REEFv1___m1b.422.m1
OG0010913	Madracis_auretenra_REEFv1	Madracis_auretenra_REEFv1___57958
